time,Bx,By,Bz,Btotal
2024-04-26 12:44:46.3910,-16.420,20.830,-13.470,29.750
2024-04-26 12:44:46.4900,-16.410,20.740,-13.430,29.660
2024-04-26 12:44:46.5900,-16.510,20.780,-13.010,29.550
2024-04-26 12:44:46.6910,-16.320,20.840,-13.210,29.590
2024-04-26 12:44:46.7900,-16.370,21.150,-13.570,29.990
2024-04-26 12:44:46.8890,-16.370,20.900,-13.090,29.600
2024-04-26 12:44:46.9890,-16.310,21.020,-13.020,29.620
2024-04-26 12:44:47.0890,-16.040,21.000,-13.480,29.660
2024-04-26 12:44:47.1880,-15.930,20.970,-13.830,29.750
2024-04-26 12:44:47.2880,-16.300,21.130,-13.520,29.920
2024-04-26 12:44:47.3870,-15.990,20.990,-13.750,29.750
2024-04-26 12:44:47.4850,-15.940,21.410,-13.330,29.830
2024-04-26 12:44:47.5870,-15.930,21.180,-13.550,29.770
2024-04-26 12:44:47.6860,-16.240,20.950,-13.230,29.630
2024-04-26 12:44:47.7840,-16.520,21.180,-13.480,30.050
2024-04-26 12:44:47.8850,-16.380,21.180,-13.180,29.840
2024-04-26 12:44:47.9830,-16.290,20.960,-13.070,29.590
2024-04-26 12:44:48.0840,-16.150,20.970,-13.120,29.540
2024-04-26 12:44:48.1820,-16.290,21.430,-13.340,30.050
2024-04-26 12:44:48.2830,-16.100,21.370,-13.390,29.920
2024-04-26 12:44:48.3810,-15.970,21.120,-13.550,29.740
2024-04-26 12:44:48.4820,-16.440,21.090,-13.770,30.080
2024-04-26 12:44:48.5800,-16.460,21.200,-13.350,29.980
2024-04-26 12:44:48.6810,-16.230,21.100,-13.890,30.030
2024-04-26 12:44:48.7810,-16.050,21.080,-13.390,29.690
2024-04-26 12:44:48.8800,-16.180,21.310,-13.470,29.950
2024-04-26 12:44:48.9800,-16.170,21.060,-13.640,29.850
2024-04-26 12:44:49.0800,-16.260,21.150,-13.760,30.020
2024-04-26 12:44:49.1790,-16.580,21.290,-13.620,30.230
2024-04-26 12:44:49.2770,-16.570,21.020,-13.650,30.050
2024-04-26 12:44:49.3770,-16.140,21.350,-13.690,30.060
2024-04-26 12:44:49.4760,-16.270,21.280,-13.450,29.970
2024-04-26 12:44:49.5760,-16.220,21.340,-13.490,30.010
2024-04-26 12:44:49.6750,-16.220,20.990,-13.270,29.660
2024-04-26 12:44:49.7750,-16.140,21.170,-13.370,29.790
2024-04-26 12:44:49.8750,-16.140,21.060,-13.230,29.640
2024-04-26 12:44:49.9740,-16.410,21.500,-13.610,30.280
2024-04-26 12:44:50.0730,-16.320,21.410,-14.080,30.380
2024-04-26 12:44:50.1740,-16.380,21.610,-13.480,30.280
2024-04-26 12:44:50.2720,-16.210,21.120,-13.490,29.850
2024-04-26 12:44:50.3730,-16.340,21.370,-13.870,30.260
2024-04-26 12:44:50.4730,-16.140,21.300,-14.110,30.220
2024-04-26 12:44:50.5730,-16.450,21.410,-13.820,30.330
2024-04-26 12:44:50.6720,-16.310,21.460,-13.820,30.290
2024-04-26 12:44:50.7710,-15.840,21.120,-14.070,29.920
2024-04-26 12:44:50.8710,-16.320,21.520,-13.990,30.420
2024-04-26 12:44:50.9700,-16.220,21.130,-13.650,29.930
2024-04-26 12:44:51.0700,-16.560,21.200,-13.030,29.900
2024-04-26 12:44:51.1680,-16.300,21.030,-13.640,29.900
2024-04-26 12:44:51.2690,-16.470,21.200,-13.930,30.250
2024-04-26 12:44:51.3690,-16.430,21.470,-13.370,30.160
2024-04-26 12:44:51.4680,-16.190,21.390,-13.410,29.990
2024-04-26 12:44:51.5680,-16.390,21.170,-13.630,30.040
2024-04-26 12:44:51.6670,-16.670,20.990,-13.020,29.790
2024-04-26 12:44:51.7650,-16.260,21.360,-13.270,29.950
2024-04-26 12:44:51.8660,-16.530,21.270,-13.510,30.140
2024-04-26 12:44:51.9660,-16.300,21.450,-13.530,30.150
2024-04-26 12:44:52.0640,-16.500,21.480,-13.380,30.210
2024-04-26 12:44:52.1650,-16.190,21.390,-13.700,30.120
2024-04-26 12:44:52.2640,-16.220,21.350,-13.280,29.920
2024-04-26 12:44:52.3640,-15.980,21.170,-13.870,29.930
2024-04-26 12:44:52.4630,-16.060,21.350,-13.350,29.860
2024-04-26 12:44:52.5630,-16.570,21.250,-13.580,30.170
2024-04-26 12:44:52.6620,-16.580,21.450,-13.640,30.350
2024-04-26 12:44:52.7610,-16.430,21.370,-13.570,30.170
2024-04-26 12:44:52.8610,-16.210,21.470,-13.080,29.910
2024-04-26 12:44:52.9600,-16.480,21.470,-13.700,30.330
2024-04-26 12:44:53.0600,-16.530,21.290,-13.100,29.960
2024-04-26 12:44:53.1590,-16.340,21.290,-13.430,30.010
2024-04-26 12:44:53.2580,-16.490,21.390,-13.460,30.180
2024-04-26 12:44:53.3580,-16.170,21.790,-13.250,30.200
2024-04-26 12:44:53.4570,-16.270,21.660,-13.390,30.210
2024-04-26 12:44:53.5570,-16.350,21.250,-13.200,29.880
2024-04-26 12:44:53.6580,-16.120,21.320,-13.480,29.940
2024-04-26 12:44:53.7560,-16.750,21.430,-13.500,30.370
2024-04-26 12:44:53.8560,-16.180,21.550,-13.260,30.030
2024-04-26 12:44:53.9550,-16.490,21.340,-13.290,30.070
2024-04-26 12:44:54.0560,-16.590,21.630,-13.190,30.280
2024-04-26 12:44:54.1540,-16.370,21.170,-13.510,29.970
2024-04-26 12:44:54.2550,-16.230,21.510,-13.470,30.130
2024-04-26 12:44:54.3530,-16.370,21.120,-13.050,29.740
2024-04-26 12:44:54.4530,-16.420,21.630,-13.390,30.280
2024-04-26 12:44:54.5520,-16.220,21.370,-13.280,29.940
2024-04-26 12:44:54.6520,-16.120,21.580,-13.690,30.220
2024-04-26 12:44:54.7530,-16.000,21.350,-13.460,29.880
2024-04-26 12:44:54.8520,-16.400,21.210,-13.220,29.890
2024-04-26 12:44:54.9520,-15.930,21.870,-13.200,30.100
2024-04-26 12:44:55.0510,-16.120,21.870,-13.360,30.280
2024-04-26 12:44:55.1510,-16.270,21.760,-13.360,30.270
2024-04-26 12:44:55.2500,-16.280,21.820,-13.270,30.290
2024-04-26 12:44:55.3490,-16.050,21.460,-13.270,29.910
2024-04-26 12:44:55.4490,-16.250,21.360,-13.020,29.830
2024-04-26 12:44:55.5490,-16.190,21.350,-13.080,29.820
2024-04-26 12:44:55.6480,-15.990,21.190,-13.450,29.760
2024-04-26 12:44:55.7460,-16.060,21.350,-13.180,29.790
2024-04-26 12:44:55.8470,-15.740,21.310,-13.430,29.700
2024-04-26 12:44:55.9470,-15.930,21.340,-13.380,29.800
2024-04-26 12:44:56.0450,-16.170,21.440,-13.470,30.040
2024-04-26 12:44:56.1450,-16.150,21.360,-13.470,29.970
2024-04-26 12:44:56.2460,-15.920,21.000,-13.450,29.590
2024-04-26 12:44:56.3440,-16.040,21.240,-13.540,29.860
2024-04-26 12:44:56.4430,-15.850,21.260,-13.430,29.730
2024-04-26 12:44:56.5430,-16.060,21.230,-13.660,29.920
2024-04-26 12:44:56.6440,-16.070,21.340,-13.180,29.790
2024-04-26 12:44:56.7420,-16.350,21.580,-13.480,30.240
2024-04-26 12:44:56.8410,-15.740,21.470,-13.700,29.940
2024-04-26 12:44:56.9410,-15.810,21.610,-13.150,29.830
2024-04-26 12:44:57.0420,-16.020,21.040,-12.810,29.380
2024-04-26 12:44:57.1400,-16.190,21.260,-13.410,29.900
2024-04-26 12:44:57.2390,-15.890,20.980,-13.720,29.680
2024-04-26 12:44:57.3400,-15.980,21.250,-13.200,29.690
2024-04-26 12:44:57.4380,-16.250,21.220,-13.170,29.790
2024-04-26 12:44:57.5380,-16.240,21.360,-12.980,29.810
2024-04-26 12:44:57.6380,-15.970,21.750,-13.120,30.000
2024-04-26 12:44:57.7370,-16.240,21.190,-12.910,29.660
2024-04-26 12:44:57.8380,-16.010,21.310,-12.810,29.570
2024-04-26 12:44:57.9380,-16.100,21.440,-13.020,29.800
2024-04-26 12:44:58.0370,-16.050,21.500,-13.040,29.830
2024-04-26 12:44:58.1370,-16.210,21.360,-12.770,29.700
2024-04-26 12:44:58.2360,-15.990,21.370,-13.190,29.770
2024-04-26 12:44:58.3360,-16.090,21.400,-13.410,29.940
2024-04-26 12:44:58.4350,-15.970,21.240,-12.820,29.510
2024-04-26 12:44:58.5350,-16.210,21.440,-12.170,29.510
2024-04-26 12:44:58.6340,-16.280,21.440,-12.710,29.770
2024-04-26 12:44:58.7340,-16.210,21.010,-13.080,29.580
2024-04-26 12:44:58.8330,-16.410,21.500,-12.930,29.970
2024-04-26 12:44:58.9330,-16.140,21.050,-12.900,29.500
2024-04-26 12:44:59.0320,-16.190,21.300,-13.100,29.790
2024-04-26 12:44:59.1320,-16.110,20.910,-13.230,29.520
2024-04-26 12:44:59.2300,-16.190,21.080,-12.830,29.520
2024-04-26 12:44:59.3310,-16.050,21.410,-13.450,29.950
2024-04-26 12:44:59.4300,-16.410,21.480,-13.040,30.010
2024-04-26 12:44:59.5290,-15.940,21.110,-12.920,29.440
2024-04-26 12:44:59.6290,-16.470,21.270,-12.950,29.860
2024-04-26 12:44:59.7290,-16.250,21.280,-12.840,29.690
2024-04-26 12:44:59.8270,-16.330,20.990,-12.410,29.350
2024-04-26 12:44:59.9280,-16.300,20.880,-12.670,29.360
2024-04-26 12:45:00.0270,-16.300,21.240,-12.830,29.690
2024-04-26 12:45:00.1270,-16.470,21.390,-12.390,29.700
2024-04-26 12:45:00.2260,-16.560,21.130,-13.130,29.890
2024-04-26 12:45:00.3260,-16.140,21.320,-12.930,29.700
2024-04-26 12:45:00.4250,-16.340,20.910,-12.650,29.400
2024-04-26 12:45:00.5240,-16.530,21.260,-12.610,29.730
2024-04-26 12:45:00.6250,-16.700,21.180,-12.810,29.860
2024-04-26 12:45:00.7240,-16.180,21.000,-13.170,29.600
2024-04-26 12:45:00.8240,-16.510,21.010,-12.660,29.570
2024-04-26 12:45:00.9230,-16.270,20.980,-13.020,29.570
2024-04-26 12:45:01.0230,-16.240,21.140,-12.750,29.550
2024-04-26 12:45:01.1210,-16.430,20.770,-12.370,29.230
2024-04-26 12:45:01.2210,-16.640,21.070,-12.540,29.630
2024-04-26 12:45:01.3210,-16.520,21.070,-12.880,29.710
2024-04-26 12:45:01.4200,-16.820,21.100,-12.410,29.700
2024-04-26 12:45:01.5190,-16.650,21.020,-12.520,29.590
2024-04-26 12:45:01.6200,-16.290,21.180,-12.680,29.570
2024-04-26 12:45:01.7190,-16.540,21.200,-13.250,29.970
2024-04-26 12:45:01.8190,-16.480,20.980,-13.320,29.820
2024-04-26 12:45:01.9190,-16.490,21.250,-12.400,29.620
2024-04-26 12:45:02.0170,-16.080,21.110,-12.870,29.500
2024-04-26 12:45:02.1180,-16.390,21.170,-13.190,29.840
2024-04-26 12:45:02.2170,-16.120,21.510,-12.670,29.710
2024-04-26 12:45:02.3170,-16.290,21.180,-13.080,29.750
2024-04-26 12:45:02.4150,-16.460,20.980,-12.900,29.620
2024-04-26 12:45:02.5160,-16.340,21.130,-12.990,29.700
2024-04-26 12:45:02.6150,-16.510,21.190,-12.620,29.680
2024-04-26 12:45:02.7150,-16.480,21.120,-12.970,29.760
2024-04-26 12:45:02.8140,-16.330,21.000,-12.600,29.430
2024-04-26 12:45:02.9130,-16.590,21.340,-12.580,29.810
2024-04-26 12:45:03.0130,-16.370,21.330,-13.120,29.920
2024-04-26 12:45:03.1130,-16.500,21.160,-12.750,29.710
2024-04-26 12:45:03.2110,-16.660,21.330,-12.950,30.000
2024-04-26 12:45:03.3120,-16.920,21.450,-12.730,30.140
2024-04-26 12:45:03.4120,-16.480,21.600,-12.770,30.020
2024-04-26 12:45:03.5110,-16.560,21.180,-12.370,29.590
2024-04-26 12:45:03.6100,-16.480,21.060,-12.730,29.620
2024-04-26 12:45:03.7090,-16.560,21.530,-12.660,29.970
2024-04-26 12:45:03.8100,-16.490,21.240,-12.710,29.740
2024-04-26 12:45:03.9080,-16.480,21.110,-13.100,29.810
2024-04-26 12:45:04.0080,-16.400,21.460,-12.720,29.850
2024-04-26 12:45:04.1070,-16.880,21.240,-12.920,30.050
2024-04-26 12:45:04.2070,-16.580,21.030,-13.000,29.760
2024-04-26 12:45:04.3060,-16.810,21.320,-13.360,30.260
2024-04-26 12:45:04.4050,-16.860,20.990,-12.990,29.890
2024-04-26 12:45:04.5060,-16.480,21.470,-13.040,30.040
2024-04-26 12:45:04.6060,-16.500,21.240,-13.030,29.890
2024-04-26 12:45:04.7050,-16.470,21.120,-13.080,29.810
2024-04-26 12:45:04.8040,-16.180,21.370,-13.060,29.820
2024-04-26 12:45:04.9050,-16.500,21.420,-12.780,29.910
2024-04-26 12:45:05.0030,-16.470,21.210,-12.870,29.780
2024-04-26 12:45:05.1040,-16.480,21.450,-13.070,30.040
2024-04-26 12:45:05.2020,-16.090,21.010,-13.390,29.660
2024-04-26 12:45:05.3010,-16.760,21.480,-13.520,30.420
2024-04-26 12:45:05.4010,-16.280,21.420,-13.460,30.080
2024-04-26 12:45:05.5000,-16.810,21.390,-13.310,30.280
2024-04-26 12:45:05.6000,-16.530,21.340,-13.560,30.210
2024-04-26 12:45:05.7010,-15.980,21.060,-13.130,29.510
2024-04-26 12:45:05.7990,-16.420,21.160,-13.260,29.890
2024-04-26 12:45:05.9000,-16.050,21.350,-13.170,29.780
2024-04-26 12:45:05.9990,-16.240,21.440,-13.240,29.980
2024-04-26 12:45:06.0970,-16.240,21.270,-13.150,29.820
2024-04-26 12:45:06.1970,-16.310,21.200,-13.520,29.970
2024-04-26 12:45:06.2980,-16.250,21.310,-12.880,29.730
2024-04-26 12:45:06.3960,-16.120,21.440,-12.850,29.750
2024-04-26 12:45:06.4970,-16.030,21.330,-13.260,29.790
2024-04-26 12:45:06.5970,-16.000,21.640,-13.310,30.020
2024-04-26 12:45:06.6960,-16.040,21.540,-13.090,29.880
2024-04-26 12:45:06.7940,-16.400,21.490,-12.920,29.960
2024-04-26 12:45:06.8940,-15.980,21.070,-13.380,29.640
2024-04-26 12:45:06.9930,-16.280,21.190,-13.100,29.760
2024-04-26 12:45:07.0940,-16.440,21.500,-13.310,30.160
2024-04-26 12:45:07.1940,-16.080,21.410,-12.840,29.700
2024-04-26 12:45:07.2920,-15.900,21.090,-12.760,29.340
2024-04-26 12:45:07.3920,-16.100,21.210,-13.260,29.750
2024-04-26 12:45:07.4920,-16.380,21.590,-13.210,30.150
2024-04-26 12:45:07.5910,-16.120,21.150,-13.180,29.680
2024-04-26 12:45:07.6900,-16.230,21.320,-12.830,29.710
2024-04-26 12:45:07.7900,-15.970,21.460,-12.810,29.660
2024-04-26 12:45:07.8890,-15.830,21.590,-13.080,29.790
2024-04-26 12:45:07.9890,-15.990,21.530,-13.410,29.990
2024-04-26 12:45:08.0880,-16.020,21.670,-13.210,30.010
2024-04-26 12:45:08.1880,-16.230,21.330,-13.310,29.920
2024-04-26 12:45:08.2870,-16.270,21.520,-13.310,30.080
2024-04-26 12:45:08.3870,-16.240,21.280,-13.240,29.860
2024-04-26 12:45:08.4870,-16.250,21.490,-13.030,29.920
2024-04-26 12:45:08.5860,-15.990,21.370,-13.410,29.860
2024-04-26 12:45:08.6850,-15.990,21.410,-13.110,29.760
2024-04-26 12:45:08.7860,-16.090,21.440,-13.620,30.070
2024-04-26 12:45:08.8840,-16.340,21.290,-13.640,30.110
2024-04-26 12:45:08.9860,-15.940,21.590,-13.480,30.030
2024-04-26 12:45:09.0840,-15.880,21.690,-13.490,30.080
2024-04-26 12:45:09.1830,-15.880,21.690,-13.170,29.930
2024-04-26 12:45:09.2820,-16.070,21.850,-13.420,30.260
2024-04-26 12:45:09.3820,-15.940,21.820,-13.150,30.050
2024-04-26 12:45:09.4820,-16.200,21.630,-12.970,29.980
2024-04-26 12:45:09.5820,-16.150,21.320,-13.140,29.810
2024-04-26 12:45:09.6820,-16.130,21.480,-13.250,29.950
2024-04-26 12:45:09.7800,-16.280,21.400,-13.240,29.970
2024-04-26 12:45:09.8810,-15.960,21.120,-13.100,29.540
2024-04-26 12:45:09.9810,-16.160,21.410,-13.510,30.030
2024-04-26 12:45:10.0800,-15.970,21.670,-13.640,30.180
2024-04-26 12:45:10.1800,-15.670,21.200,-13.050,29.420
2024-04-26 12:45:10.2780,-16.070,21.160,-13.460,29.790
2024-04-26 12:45:10.3770,-15.890,21.110,-13.390,29.620
2024-04-26 12:45:10.4770,-16.110,21.400,-13.660,30.060
2024-04-26 12:45:10.5760,-15.910,21.470,-13.810,30.080
2024-04-26 12:45:10.6770,-15.860,21.150,-13.620,29.740
2024-04-26 12:45:10.7770,-15.800,21.310,-13.690,29.850
2024-04-26 12:45:10.8750,-16.250,21.470,-13.400,30.080
2024-04-26 12:45:10.9760,-16.210,21.220,-13.610,29.970
2024-04-26 12:45:11.0740,-15.600,21.460,-13.360,29.700
2024-04-26 12:45:11.1740,-16.080,21.310,-13.500,29.920
2024-04-26 12:45:11.2730,-16.180,21.660,-13.230,30.100
2024-04-26 12:45:11.3740,-16.500,21.160,-13.420,30.000
2024-04-26 12:45:11.4740,-16.110,21.420,-13.840,30.170
2024-04-26 12:45:11.5720,-16.070,20.940,-13.580,29.690
2024-04-26 12:45:11.6710,-16.040,21.550,-13.960,30.280
2024-04-26 12:45:11.7710,-16.060,21.170,-13.790,29.940
2024-04-26 12:45:11.8700,-16.140,21.160,-13.870,30.010
2024-04-26 12:45:11.9700,-16.070,21.300,-13.750,30.020
2024-04-26 12:45:12.0700,-16.150,21.520,-13.530,30.110
2024-04-26 12:45:12.1690,-16.100,21.100,-13.630,29.830
2024-04-26 12:45:12.2690,-16.180,21.320,-13.570,30.010
2024-04-26 12:45:12.3680,-16.240,21.300,-13.850,30.150
2024-04-26 12:45:12.4690,-16.420,21.080,-13.660,30.010
2024-04-26 12:45:12.5670,-16.210,21.000,-13.900,29.950
2024-04-26 12:45:12.6670,-16.150,21.260,-13.800,30.060
2024-04-26 12:45:12.7680,-16.470,21.230,-13.750,30.190
2024-04-26 12:45:12.8660,-16.020,21.200,-13.950,30.010
2024-04-26 12:45:12.9650,-16.060,21.490,-14.030,30.280
2024-04-26 12:45:13.0660,-15.940,21.080,-13.800,29.810
2024-04-26 12:45:13.1640,-15.910,21.390,-13.960,30.090
2024-04-26 12:45:13.2650,-16.090,21.350,-13.800,30.080
2024-04-26 12:45:13.3650,-16.060,21.590,-14.040,30.350
2024-04-26 12:45:13.4640,-16.060,21.720,-14.080,30.460
2024-04-26 12:45:13.5640,-15.840,21.650,-13.980,30.250
2024-04-26 12:45:13.6630,-16.170,21.400,-14.020,30.260
2024-04-26 12:45:13.7630,-16.010,21.830,-14.010,30.490
2024-04-26 12:45:13.8610,-15.900,21.470,-14.430,30.370
2024-04-26 12:45:13.9620,-16.130,21.750,-14.250,30.590
2024-04-26 12:45:14.0600,-15.680,21.760,-13.730,30.130
2024-04-26 12:45:14.1600,-16.030,21.580,-13.890,30.260
2024-04-26 12:45:14.2600,-16.280,21.670,-13.800,30.410
2024-04-26 12:45:14.3600,-16.060,21.380,-13.190,29.810
2024-04-26 12:45:14.4590,-15.710,21.340,-13.450,29.720
2024-04-26 12:45:14.5580,-15.810,21.490,-13.870,30.070
2024-04-26 12:45:14.6570,-16.140,21.120,-13.450,29.790
2024-04-26 12:45:14.7570,-16.170,21.350,-13.560,30.020
2024-04-26 12:45:14.8560,-16.010,21.200,-14.530,30.290
2024-04-26 12:45:14.9570,-16.260,21.450,-13.970,30.330
2024-04-26 12:45:15.0550,-16.350,21.260,-14.600,30.540
2024-04-26 12:45:15.1550,-15.800,21.840,-13.730,30.250
2024-04-26 12:45:15.2550,-16.040,21.620,-13.980,30.340
2024-04-26 12:45:15.3540,-16.370,21.400,-13.800,30.270
2024-04-26 12:45:15.4530,-16.150,21.470,-13.850,30.230
2024-04-26 12:45:15.5530,-16.370,21.540,-14.090,30.500
2024-04-26 12:45:15.6530,-16.320,21.560,-13.680,30.300
2024-04-26 12:45:15.7530,-16.320,21.410,-13.480,30.110
2024-04-26 12:45:15.8520,-16.170,21.570,-14.140,30.440
2024-04-26 12:45:15.9520,-15.720,21.140,-13.870,29.770
2024-04-26 12:45:16.0520,-16.080,21.440,-14.000,30.240
2024-04-26 12:45:16.1500,-15.910,21.600,-13.660,30.100
2024-04-26 12:45:16.2500,-16.050,21.500,-13.760,30.150
2024-04-26 12:45:16.3490,-16.550,21.430,-13.920,30.450
2024-04-26 12:45:16.4500,-16.630,21.420,-13.690,30.380
2024-04-26 12:45:16.5480,-16.480,21.060,-13.830,30.110
2024-04-26 12:45:16.6490,-16.370,21.090,-13.780,30.050
2024-04-26 12:45:16.7470,-16.360,21.650,-13.720,30.410
2024-04-26 12:45:16.8480,-16.120,21.340,-13.380,29.900
2024-04-26 12:45:16.9470,-16.520,21.320,-13.750,30.270
2024-04-26 12:45:17.0470,-16.330,21.320,-13.760,30.180
2024-04-26 12:45:17.1470,-16.480,21.600,-14.110,30.620
2024-04-26 12:45:17.2460,-16.250,21.560,-13.580,30.220
2024-04-26 12:45:17.3460,-16.290,21.490,-14.100,30.430
2024-04-26 12:45:17.4440,-16.350,21.230,-13.790,30.130
2024-04-26 12:45:17.5450,-16.330,21.360,-14.120,30.370
2024-04-26 12:45:17.6450,-16.310,21.350,-13.710,30.170
2024-04-26 12:45:17.7440,-16.170,21.360,-14.010,30.230
2024-04-26 12:45:17.8430,-16.160,21.480,-13.900,30.270
2024-04-26 12:45:17.9430,-16.190,21.400,-13.680,30.120
2024-04-26 12:45:18.0430,-16.000,21.470,-13.970,30.200
2024-04-26 12:45:18.1410,-16.010,21.440,-13.990,30.190
2024-04-26 12:45:18.2400,-16.110,21.350,-14.170,30.270
2024-04-26 12:45:18.3410,-16.510,21.300,-13.980,30.360
2024-04-26 12:45:18.4390,-16.490,21.380,-14.230,30.520
2024-04-26 12:45:18.5400,-16.600,21.390,-13.860,30.420
2024-04-26 12:45:18.6390,-16.190,21.470,-13.820,30.230
2024-04-26 12:45:18.7400,-16.360,21.150,-13.780,30.080
2024-04-26 12:45:18.8380,-16.250,21.420,-13.980,30.300
2024-04-26 12:45:18.9370,-16.260,21.280,-14.050,30.240
2024-04-26 12:45:19.0370,-15.900,21.280,-13.750,29.910
2024-04-26 12:45:19.1360,-16.170,21.520,-13.950,30.310
2024-04-26 12:45:19.2360,-16.220,21.500,-13.850,30.280
2024-04-26 12:45:19.3350,-16.250,21.400,-13.550,30.090
2024-04-26 12:45:19.4350,-15.730,21.390,-13.940,29.990
2024-04-26 12:45:19.5340,-16.060,21.400,-13.940,30.170
2024-04-26 12:45:19.6340,-16.260,21.420,-13.600,30.140
2024-04-26 12:45:19.7340,-16.120,21.430,-13.890,30.200
2024-04-26 12:45:19.8340,-16.130,21.470,-13.880,30.240
2024-04-26 12:45:19.9330,-15.870,21.470,-13.630,29.970
2024-04-26 12:45:20.0320,-16.140,21.190,-14.230,30.200
2024-04-26 12:45:20.1330,-16.190,21.410,-14.350,30.440
2024-04-26 12:45:20.2310,-16.220,21.550,-14.150,30.460
2024-04-26 12:45:20.3320,-16.360,21.290,-13.890,30.220
2024-04-26 12:45:20.4300,-16.010,21.380,-13.630,29.990
2024-04-26 12:45:20.5310,-16.290,21.560,-13.870,30.370
2024-04-26 12:45:20.6300,-16.090,21.410,-13.710,30.090
2024-04-26 12:45:20.7290,-16.050,21.510,-13.520,30.050
2024-04-26 12:45:20.8280,-16.140,21.410,-13.870,30.190
2024-04-26 12:45:20.9290,-16.130,21.640,-13.810,30.320
2024-04-26 12:45:21.0280,-15.840,21.630,-13.230,29.900
2024-04-26 12:45:21.1280,-15.760,21.510,-13.690,29.970
2024-04-26 12:45:21.2270,-16.200,21.770,-14.020,30.540
2024-04-26 12:45:21.3260,-15.910,21.410,-13.440,29.870
2024-04-26 12:45:21.4250,-16.020,21.430,-13.740,30.080
2024-04-26 12:45:21.5260,-16.000,21.190,-13.500,29.790
2024-04-26 12:45:21.6260,-15.860,21.290,-13.640,29.840
2024-04-26 12:45:21.7240,-16.040,21.410,-13.990,30.190
2024-04-26 12:45:21.8250,-15.930,21.380,-13.850,30.050
2024-04-26 12:45:21.9230,-15.700,21.390,-13.470,29.760
2024-04-26 12:45:22.0240,-16.030,21.390,-13.890,30.120
2024-04-26 12:45:22.1220,-15.930,20.990,-14.200,29.930
2024-04-26 12:45:22.2230,-16.080,21.410,-13.360,29.920
2024-04-26 12:45:22.3220,-16.180,21.300,-14.060,30.220
2024-04-26 12:45:22.4200,-16.160,21.580,-13.470,30.140
2024-04-26 12:45:22.5200,-15.720,21.450,-13.960,30.030
2024-04-26 12:45:22.6200,-16.150,21.530,-13.380,30.060
2024-04-26 12:45:22.7190,-16.350,21.280,-13.610,30.090
2024-04-26 12:45:22.8190,-16.160,21.460,-13.950,30.270
2024-04-26 12:45:22.9180,-16.060,21.520,-13.630,30.110
2024-04-26 12:45:23.0180,-16.350,21.310,-13.950,30.260
2024-04-26 12:45:23.1180,-16.130,21.480,-13.790,30.200
2024-04-26 12:45:23.2180,-16.350,21.380,-14.120,30.390
2024-04-26 12:45:23.3180,-16.140,21.610,-14.020,30.400
2024-04-26 12:45:23.4170,-16.320,21.290,-13.870,30.200
2024-04-26 12:45:23.5150,-16.200,21.070,-13.830,29.960
2024-04-26 12:45:23.6160,-16.140,21.070,-13.850,29.940
2024-04-26 12:45:23.7150,-16.020,20.990,-14.140,29.950
2024-04-26 12:45:23.8140,-16.260,21.170,-13.910,30.100
2024-04-26 12:45:23.9140,-16.140,20.760,-14.230,29.900
2024-04-26 12:45:24.0130,-16.050,21.130,-13.850,29.930
2024-04-26 12:45:24.1130,-16.280,20.840,-13.630,29.750
2024-04-26 12:45:24.2120,-16.340,20.970,-14.070,30.080
2024-04-26 12:45:24.3120,-16.250,21.030,-13.740,29.920
2024-04-26 12:45:24.4110,-15.860,21.240,-13.880,29.920
2024-04-26 12:45:24.5120,-16.170,21.300,-13.730,30.060
2024-04-26 12:45:24.6110,-16.300,20.940,-13.770,29.900
2024-04-26 12:45:24.7100,-16.100,20.950,-13.480,29.660
2024-04-26 12:45:24.8090,-16.340,21.420,-13.470,30.120
2024-04-26 12:45:24.9100,-16.140,21.120,-13.440,29.780
2024-04-26 12:45:25.0080,-16.030,20.940,-13.550,29.650
2024-04-26 12:45:25.1080,-16.350,21.330,-13.450,30.060
2024-04-26 12:45:25.2070,-16.330,21.310,-13.480,30.040
2024-04-26 12:45:25.3070,-15.980,20.950,-13.730,29.710
2024-04-26 12:45:25.4060,-15.890,21.250,-13.210,29.640
2024-04-26 12:45:25.5060,-16.320,21.030,-13.650,29.910
2024-04-26 12:45:25.6070,-15.690,21.230,-13.410,29.610
2024-04-26 12:45:25.7050,-16.110,21.610,-13.360,30.090
2024-04-26 12:45:25.8060,-16.230,21.170,-13.680,29.980
2024-04-26 12:45:25.9060,-16.100,21.290,-13.340,29.840
2024-04-26 12:45:26.0050,-15.990,21.370,-13.140,29.750
2024-04-26 12:45:26.1030,-15.990,21.500,-13.590,30.050
2024-04-26 12:45:26.2030,-16.080,21.410,-13.350,29.920
2024-04-26 12:45:26.3020,-16.090,21.080,-13.780,29.890
2024-04-26 12:45:26.4030,-16.350,21.110,-13.240,29.800
2024-04-26 12:45:26.5030,-16.210,21.250,-12.870,29.660
2024-04-26 12:45:26.6010,-16.200,21.590,-13.460,30.160
2024-04-26 12:45:26.7020,-16.260,20.920,-13.490,29.740
2024-04-26 12:45:26.8010,-15.710,21.360,-13.720,29.850
2024-04-26 12:45:26.9010,-16.230,21.120,-13.620,29.920
2024-04-26 12:45:27.0000,-15.860,20.960,-13.320,29.470
2024-04-26 12:45:27.0990,-15.990,21.320,-13.720,29.980
2024-04-26 12:45:27.1980,-16.000,21.370,-13.210,29.790
