time,Bx,By,Bz,Btotal
2024-04-26 12:45:27.2990,-15.940,21.120,-13.690,29.790
2024-04-26 12:45:27.3980,-16.090,21.200,-13.950,30.050
2024-04-26 12:45:27.4970,-15.960,21.480,-13.380,29.920
2024-04-26 12:45:27.5980,-16.300,21.610,-13.810,30.390
2024-04-26 12:45:27.6970,-16.190,21.570,-13.420,30.130
2024-04-26 12:45:27.7970,-15.800,21.510,-13.580,29.950
2024-04-26 12:45:27.8960,-16.110,21.060,-13.740,29.860
2024-04-26 12:45:27.9960,-15.840,21.270,-13.480,29.760
2024-04-26 12:45:28.0950,-15.710,21.440,-13.640,29.870
2024-04-26 12:45:28.1950,-16.320,21.430,-13.440,30.100
2024-04-26 12:45:28.2940,-15.850,21.470,-13.310,29.830
2024-04-26 12:45:28.3930,-16.090,21.550,-14.060,30.350
2024-04-26 12:45:28.4920,-15.810,21.610,-13.890,30.170
2024-04-26 12:45:28.5930,-15.690,21.490,-13.620,29.890
2024-04-26 12:45:28.6920,-15.800,21.390,-13.850,29.990
2024-04-26 12:45:28.7920,-15.860,21.420,-13.670,29.950
2024-04-26 12:45:28.8900,-16.360,21.340,-13.620,30.140
2024-04-26 12:45:28.9900,-15.960,21.650,-13.550,30.120
2024-04-26 12:45:29.0890,-15.720,21.580,-13.350,29.850
2024-04-26 12:45:29.1890,-16.110,21.440,-13.340,29.950
2024-04-26 12:45:29.2890,-16.150,21.670,-13.760,30.330
2024-04-26 12:45:29.3890,-16.090,21.490,-13.900,30.230
2024-04-26 12:45:29.4870,-15.760,21.340,-13.470,29.750
2024-04-26 12:45:29.5880,-16.220,21.180,-13.660,29.970
2024-04-26 12:45:29.6880,-15.820,21.750,-13.540,30.110
2024-04-26 12:45:29.7860,-16.180,21.620,-13.250,30.080
2024-04-26 12:45:29.8860,-16.020,21.320,-13.630,29.960
2024-04-26 12:45:29.9860,-15.630,21.390,-13.260,29.620
2024-04-26 12:45:30.0860,-15.820,21.700,-13.060,29.860
2024-04-26 12:45:30.1840,-16.140,21.390,-13.140,29.840
2024-04-26 12:45:30.2850,-15.780,21.670,-13.080,29.830
2024-04-26 12:45:30.3830,-16.180,21.080,-13.270,29.700
2024-04-26 12:45:30.4830,-16.140,21.490,-13.490,30.070
2024-04-26 12:45:30.5840,-15.850,21.190,-13.020,29.490
2024-04-26 12:45:30.6830,-15.920,21.580,-12.850,29.740
2024-04-26 12:45:30.7810,-16.300,21.540,-12.930,29.950
2024-04-26 12:45:30.8800,-16.190,21.660,-13.450,30.200
2024-04-26 12:45:30.9810,-16.260,21.830,-13.400,30.340
2024-04-26 12:45:31.0800,-16.180,21.930,-13.370,30.350
2024-04-26 12:45:31.1800,-16.020,21.500,-13.610,30.070
2024-04-26 12:45:31.2790,-16.170,21.480,-13.430,30.060
2024-04-26 12:45:31.3780,-16.040,21.210,-13.490,29.820
2024-04-26 12:45:31.4800,-16.280,21.860,-13.460,30.390
2024-04-26 12:45:31.5780,-16.140,21.180,-13.500,29.850
2024-04-26 12:45:31.6770,-16.380,21.450,-13.550,30.200
2024-04-26 12:45:31.7760,-16.270,21.240,-13.340,29.890
2024-04-26 12:45:31.8770,-15.800,21.770,-13.440,30.070
2024-04-26 12:45:31.9770,-16.090,21.480,-13.260,29.940
2024-04-26 12:45:32.0760,-16.120,21.430,-13.880,30.190
2024-04-26 12:45:32.1750,-16.220,21.520,-13.640,30.200
2024-04-26 12:45:32.2750,-15.950,21.920,-14.010,30.510
2024-04-26 12:45:32.3740,-15.980,21.440,-13.820,30.100
2024-04-26 12:45:32.4750,-16.000,21.330,-13.500,29.880
2024-04-26 12:45:32.5740,-15.890,21.330,-13.700,29.920
2024-04-26 12:45:32.6720,-15.720,21.660,-13.840,30.130
2024-04-26 12:45:32.7730,-16.020,21.180,-13.050,29.600
2024-04-26 12:45:32.8710,-15.790,21.650,-13.710,30.100
2024-04-26 12:45:32.9710,-16.290,21.410,-14.050,30.350
2024-04-26 12:45:33.0700,-16.380,21.400,-13.490,30.140
2024-04-26 12:45:33.1710,-16.300,21.310,-13.470,30.020
2024-04-26 12:45:33.2690,-16.200,21.340,-13.570,30.030
2024-04-26 12:45:33.3700,-16.240,21.120,-13.860,30.030
2024-04-26 12:45:33.4690,-16.520,21.480,-14.040,30.520
2024-04-26 12:45:33.5680,-16.380,21.470,-13.430,30.160
2024-04-26 12:45:33.6690,-16.410,21.370,-13.630,30.200
2024-04-26 12:45:33.7670,-16.200,21.340,-13.590,30.040
2024-04-26 12:45:33.8670,-16.160,21.530,-13.340,30.040
2024-04-26 12:45:33.9670,-16.100,21.450,-13.360,29.960
2024-04-26 12:45:34.0660,-16.120,21.450,-13.190,29.900
2024-04-26 12:45:34.1650,-15.970,21.400,-13.230,29.800
2024-04-26 12:45:34.2650,-16.430,21.380,-12.860,29.880
2024-04-26 12:45:34.3640,-16.460,21.000,-13.400,29.860
2024-04-26 12:45:34.4640,-16.310,21.210,-13.280,29.870
2024-04-26 12:45:34.5630,-16.080,21.440,-13.440,29.980
2024-04-26 12:45:34.6640,-15.940,21.390,-13.590,29.940
2024-04-26 12:45:34.7630,-16.080,21.270,-13.650,29.960
2024-04-26 12:45:34.8620,-16.330,21.410,-13.580,30.160
2024-04-26 12:45:34.9630,-16.030,21.670,-13.270,30.040
2024-04-26 12:45:35.0610,-16.410,21.380,-13.610,30.200
2024-04-26 12:45:35.1610,-16.040,21.510,-13.310,29.960
2024-04-26 12:45:35.2620,-15.840,21.500,-13.470,29.900
2024-04-26 12:45:35.3600,-16.180,21.510,-13.740,30.220
2024-04-26 12:45:35.4610,-16.170,21.460,-13.710,30.160
2024-04-26 12:45:35.5590,-16.140,21.080,-13.380,29.730
2024-04-26 12:45:35.6580,-15.780,21.200,-13.880,29.850
2024-04-26 12:45:35.7590,-16.180,21.320,-14.080,30.250
2024-04-26 12:45:35.8590,-16.000,21.190,-14.270,30.150
2024-04-26 12:45:35.9570,-15.780,21.500,-13.910,30.080
2024-04-26 12:45:36.0570,-16.090,21.080,-13.960,29.960
2024-04-26 12:45:36.1570,-16.040,21.050,-14.050,29.960
2024-04-26 12:45:36.2570,-16.300,21.280,-13.830,30.160
2024-04-26 12:45:36.3550,-16.310,21.180,-13.850,30.100
2024-04-26 12:45:36.4560,-16.220,21.080,-13.670,29.910
2024-04-26 12:45:36.5550,-16.160,21.180,-13.920,30.060
2024-04-26 12:45:36.6540,-16.270,20.930,-13.850,29.910
2024-04-26 12:45:36.7530,-16.460,21.440,-13.420,30.180
2024-04-26 12:45:36.8520,-16.120,21.730,-13.730,30.340
2024-04-26 12:45:36.9530,-16.230,21.240,-13.630,30.010
2024-04-26 12:45:37.0520,-16.270,21.150,-13.770,30.020
2024-04-26 12:45:37.1510,-16.050,21.500,-13.640,30.100
2024-04-26 12:45:37.2520,-16.040,21.410,-13.470,29.950
2024-04-26 12:45:37.3500,-15.970,21.750,-13.620,30.220
2024-04-26 12:45:37.4510,-15.970,21.450,-13.690,30.040
2024-04-26 12:45:37.5500,-15.730,21.590,-13.460,29.910
2024-04-26 12:45:37.6490,-16.330,21.460,-13.600,30.210
2024-04-26 12:45:37.7480,-15.940,21.170,-13.530,29.750
2024-04-26 12:45:37.8480,-15.680,21.130,-13.610,29.620
2024-04-26 12:45:37.9480,-16.330,21.460,-12.990,29.930
2024-04-26 12:45:38.0480,-16.370,21.320,-13.450,30.060
2024-04-26 12:45:38.1480,-16.120,21.690,-13.200,30.080
2024-04-26 12:45:38.2460,-16.130,21.430,-13.340,29.950
2024-04-26 12:45:38.3450,-16.080,21.410,-13.410,29.940
2024-04-26 12:45:38.4460,-16.410,21.490,-13.540,30.240
2024-04-26 12:45:38.5460,-16.120,21.150,-13.520,29.830
2024-04-26 12:45:38.6440,-15.870,21.630,-13.410,29.990
2024-04-26 12:45:38.7440,-16.120,21.310,-13.610,29.990
2024-04-26 12:45:38.8430,-16.130,21.240,-13.330,29.810
2024-04-26 12:45:38.9430,-16.250,21.300,-13.660,30.070
2024-04-26 12:45:39.0420,-16.150,21.210,-13.240,29.770
2024-04-26 12:45:39.1430,-15.860,21.280,-13.550,29.800
2024-04-26 12:45:39.2420,-16.030,21.250,-13.490,29.840
2024-04-26 12:45:39.3410,-15.990,21.190,-13.640,29.840
2024-04-26 12:45:39.4400,-16.190,21.290,-13.640,30.020
2024-04-26 12:45:39.5410,-16.040,20.930,-13.720,29.720
2024-04-26 12:45:39.6400,-16.190,20.870,-13.910,29.850
2024-04-26 12:45:39.7390,-16.270,21.240,-13.410,29.930
2024-04-26 12:45:39.8380,-16.090,21.250,-13.500,29.870
2024-04-26 12:45:39.9390,-16.330,21.550,-13.420,30.180
2024-04-26 12:45:40.0390,-16.250,20.960,-13.360,29.700
2024-04-26 12:45:40.1370,-15.940,21.490,-13.880,30.140
2024-04-26 12:45:40.2380,-16.170,21.240,-13.590,29.960
2024-04-26 12:45:40.3360,-16.250,21.280,-13.430,29.960
2024-04-26 12:45:40.4350,-16.260,21.070,-13.550,29.860
2024-04-26 12:45:40.5350,-16.010,21.180,-13.930,29.980
2024-04-26 12:45:40.6350,-16.370,21.180,-13.730,30.080
2024-04-26 12:45:40.7340,-16.250,21.350,-13.910,30.220
2024-04-26 12:45:40.8340,-15.960,21.310,-13.770,29.980
2024-04-26 12:45:40.9350,-16.150,20.820,-13.600,29.650
2024-04-26 12:45:41.0330,-15.700,20.950,-13.360,29.390
2024-04-26 12:45:41.1330,-15.990,21.230,-13.940,30.020
2024-04-26 12:45:41.2320,-16.060,21.850,-13.510,30.300
2024-04-26 12:45:41.3320,-16.410,21.610,-13.780,30.430
2024-04-26 12:45:41.4310,-16.160,20.970,-13.970,29.930
2024-04-26 12:45:41.5300,-15.960,21.050,-13.910,29.860
2024-04-26 12:45:41.6300,-15.810,21.230,-13.520,29.730
2024-04-26 12:45:41.7290,-15.910,21.450,-13.770,30.050
2024-04-26 12:45:41.8290,-16.000,21.410,-13.610,29.990
2024-04-26 12:45:41.9280,-16.000,20.980,-13.770,29.760
2024-04-26 12:45:42.0300,-15.500,21.350,-13.460,29.620
2024-04-26 12:45:42.1280,-15.590,21.250,-13.800,29.750
2024-04-26 12:45:42.2270,-16.060,21.360,-13.490,29.930
2024-04-26 12:45:42.3280,-15.910,21.080,-13.790,29.790
2024-04-26 12:45:42.4260,-16.390,21.170,-13.970,30.190
2024-04-26 12:45:42.5260,-16.070,21.210,-13.620,29.890
2024-04-26 12:45:42.6260,-16.040,21.020,-13.330,29.610
2024-04-26 12:45:42.7260,-15.940,20.950,-13.660,29.660
2024-04-26 12:45:42.8260,-16.140,21.230,-13.650,29.960
2024-04-26 12:45:42.9250,-15.630,21.270,-13.150,29.490
2024-04-26 12:45:43.0250,-16.250,21.260,-13.580,30.010
2024-04-26 12:45:43.1240,-16.030,21.070,-13.870,29.890
2024-04-26 12:45:43.2240,-15.720,20.960,-13.280,29.370
2024-04-26 12:45:43.3230,-15.750,21.290,-13.750,29.830
2024-04-26 12:45:43.4220,-15.760,21.020,-13.640,29.600
2024-04-26 12:45:43.5220,-15.990,20.930,-14.020,29.830
2024-04-26 12:45:43.6220,-16.110,21.180,-13.840,30.000
2024-04-26 12:45:43.7200,-16.260,21.130,-14.550,30.380
2024-04-26 12:45:43.8200,-16.090,21.300,-13.720,30.010
2024-04-26 12:45:43.9190,-16.020,21.320,-13.910,30.080
2024-04-26 12:45:44.0200,-16.280,21.170,-14.280,30.280
2024-04-26 12:45:44.1180,-15.930,21.460,-14.470,30.390
2024-04-26 12:45:44.2180,-15.800,21.580,-13.390,29.910
2024-04-26 12:45:44.3170,-16.260,21.330,-13.880,30.200
2024-04-26 12:45:44.4170,-16.150,21.260,-13.890,30.100
2024-04-26 12:45:44.5160,-16.050,21.000,-13.590,29.720
2024-04-26 12:45:44.6160,-15.710,21.110,-13.570,29.600
2024-04-26 12:45:44.7170,-16.260,21.000,-13.420,29.760
2024-04-26 12:45:44.8150,-15.690,21.140,-13.450,29.560
2024-04-26 12:45:44.9150,-15.840,21.210,-13.660,29.780
2024-04-26 12:45:45.0160,-16.010,20.870,-13.980,29.790
2024-04-26 12:45:45.1140,-15.660,21.290,-13.680,29.760
2024-04-26 12:45:45.2130,-15.640,21.250,-13.740,29.750
2024-04-26 12:45:45.3130,-15.780,21.390,-13.690,29.900
2024-04-26 12:45:45.4120,-15.300,21.210,-13.840,29.590
2024-04-26 12:45:45.5120,-15.530,21.460,-13.720,29.830
2024-04-26 12:45:45.6130,-15.700,21.530,-13.750,29.990
2024-04-26 12:45:45.7110,-15.780,21.050,-13.850,29.720
2024-04-26 12:45:45.8120,-15.740,21.660,-13.330,29.910
2024-04-26 12:45:45.9110,-15.730,21.480,-13.730,29.950
2024-04-26 12:45:46.0100,-15.860,21.280,-13.680,29.850
2024-04-26 12:45:46.1100,-15.730,21.290,-13.900,29.900
2024-04-26 12:45:46.2100,-15.980,21.010,-13.920,29.850
2024-04-26 12:45:46.3110,-16.230,21.270,-13.980,30.190
2024-04-26 12:45:46.4100,-16.050,20.940,-13.820,29.780
2024-04-26 12:45:46.5090,-16.230,21.200,-14.040,30.170
2024-04-26 12:45:46.6080,-15.990,21.380,-13.950,30.120
2024-04-26 12:45:46.7080,-16.090,21.060,-14.080,30.010
2024-04-26 12:45:46.8070,-15.790,21.080,-13.980,29.820
2024-04-26 12:45:46.9070,-16.310,21.110,-14.060,30.160
2024-04-26 12:45:47.0060,-15.680,21.270,-14.000,29.900
2024-04-26 12:45:47.1060,-15.860,20.900,-14.060,29.760
2024-04-26 12:45:47.2050,-15.850,21.410,-14.430,30.300
2024-04-26 12:45:47.3050,-15.540,21.290,-14.390,30.040
2024-04-26 12:45:47.4050,-16.150,21.200,-14.450,30.310
2024-04-26 12:45:47.5040,-15.690,21.090,-13.930,29.740
2024-04-26 12:45:47.6040,-16.090,21.310,-14.530,30.400
2024-04-26 12:45:47.7030,-15.690,21.170,-14.820,30.230
2024-04-26 12:45:47.8030,-15.790,21.240,-14.650,30.250
2024-04-26 12:45:47.9020,-15.620,21.090,-14.520,30.000
2024-04-26 12:45:48.0020,-16.200,21.490,-14.300,30.470
2024-04-26 12:45:48.1010,-15.790,21.360,-14.480,30.250
2024-04-26 12:45:48.2010,-15.730,21.550,-14.350,30.290
2024-04-26 12:45:48.3000,-15.580,21.530,-14.720,30.380
2024-04-26 12:45:48.3990,-15.630,21.540,-14.940,30.520
2024-04-26 12:45:48.4990,-16.000,21.490,-14.550,30.490
2024-04-26 12:45:48.5990,-15.920,21.210,-14.590,30.270
2024-04-26 12:45:48.6980,-16.100,21.420,-14.840,30.630
2024-04-26 12:45:48.7980,-15.920,21.570,-14.590,30.520
2024-04-26 12:45:48.8980,-16.060,21.430,-15.000,30.690
2024-04-26 12:45:48.9970,-15.810,21.330,-14.570,30.280
2024-04-26 12:45:49.0970,-15.960,21.410,-15.430,30.840
2024-04-26 12:45:49.1960,-16.030,21.830,-14.850,30.880
2024-04-26 12:45:49.2960,-16.010,21.790,-14.890,30.870
2024-04-26 12:45:49.3950,-15.920,21.830,-14.920,30.860
2024-04-26 12:45:49.4950,-15.910,21.960,-14.640,30.820
2024-04-26 12:45:49.5940,-15.980,21.710,-14.620,30.660
2024-04-26 12:45:49.6940,-16.140,21.560,-14.590,30.630
2024-04-26 12:45:49.7940,-16.090,21.480,-15.070,30.780
2024-04-26 12:45:49.8930,-16.190,21.570,-14.670,30.700
2024-04-26 12:45:49.9920,-15.660,21.340,-15.170,30.510
2024-04-26 12:45:50.0920,-15.690,21.370,-14.860,30.390
2024-04-26 12:45:50.1910,-15.700,21.450,-14.950,30.500
2024-04-26 12:45:50.2910,-15.910,21.310,-15.010,30.540
2024-04-26 12:45:50.3900,-15.580,21.480,-15.370,30.660
2024-04-26 12:45:50.4900,-15.680,21.260,-14.870,30.320
2024-04-26 12:45:50.5900,-15.910,21.340,-15.030,30.560
2024-04-26 12:45:50.6890,-15.650,21.310,-15.260,30.530
2024-04-26 12:45:50.7890,-16.070,21.560,-15.220,30.900
2024-04-26 12:45:50.8880,-15.660,21.870,-14.740,30.670
2024-04-26 12:45:50.9880,-15.700,21.870,-14.860,30.750
2024-04-26 12:45:51.0870,-15.790,21.820,-15.200,30.930
2024-04-26 12:45:51.1870,-15.680,21.900,-15.140,30.900
2024-04-26 12:45:51.2860,-15.680,21.960,-15.170,30.960
2024-04-26 12:45:51.3860,-15.950,21.460,-15.110,30.710
2024-04-26 12:45:51.4850,-15.710,21.950,-14.900,30.830
2024-04-26 12:45:51.5850,-15.790,21.790,-15.120,30.860
2024-04-26 12:45:51.6840,-15.640,21.650,-14.990,30.630
2024-04-26 12:45:51.7840,-16.140,21.820,-14.800,30.910
2024-04-26 12:45:51.8830,-15.960,21.630,-14.910,30.730
2024-04-26 12:45:51.9830,-15.920,21.680,-14.690,30.650
2024-04-26 12:45:52.0820,-16.080,21.500,-14.940,30.730
2024-04-26 12:45:52.1820,-16.140,21.840,-14.680,30.870
2024-04-26 12:45:52.2820,-16.050,21.620,-14.790,30.720
2024-04-26 12:45:52.3810,-15.850,21.620,-15.010,30.730
2024-04-26 12:45:52.4810,-15.560,21.710,-14.640,30.460
2024-04-26 12:45:52.5800,-15.860,21.640,-14.580,30.540
2024-04-26 12:45:52.6800,-15.880,21.280,-14.690,30.340
2024-04-26 12:45:52.7790,-15.330,21.680,-15.250,30.620
2024-04-26 12:45:52.8790,-15.830,21.630,-14.640,30.540
2024-04-26 12:45:52.9790,-15.950,21.570,-14.870,30.670
2024-04-26 12:45:53.0780,-15.940,21.470,-14.560,30.450
2024-04-26 12:45:53.1770,-16.150,21.730,-14.380,30.650
2024-04-26 12:45:53.2770,-16.200,21.640,-14.600,30.720
2024-04-26 12:45:53.3770,-16.040,21.820,-14.720,30.820
2024-04-26 12:45:53.4760,-15.900,21.850,-14.300,30.580
2024-04-26 12:45:53.5750,-16.400,21.380,-14.720,30.710
2024-04-26 12:45:53.6750,-16.070,21.640,-14.430,30.570
2024-04-26 12:45:53.7750,-15.760,21.390,-14.500,30.270
2024-04-26 12:45:53.8740,-16.080,21.540,-14.330,30.460
2024-04-26 12:45:53.9740,-15.880,21.440,-14.360,30.300
2024-04-26 12:45:54.0730,-16.090,21.470,-14.330,30.420
2024-04-26 12:45:54.1730,-15.840,21.370,-14.100,30.110
2024-04-26 12:45:54.2720,-16.030,21.760,-14.260,30.560
2024-04-26 12:45:54.3720,-16.060,21.480,-13.850,30.190
2024-04-26 12:45:54.4710,-16.320,21.590,-13.840,30.400
2024-04-26 12:45:54.5710,-15.740,21.710,-13.900,30.200
2024-04-26 12:45:54.6710,-15.910,21.530,-14.270,30.330
2024-04-26 12:45:54.7700,-16.030,21.660,-14.090,30.410
2024-04-26 12:45:54.8690,-16.020,21.500,-14.510,30.490
2024-04-26 12:45:54.9690,-16.080,21.480,-14.490,30.500
2024-04-26 12:45:55.0680,-15.940,21.550,-14.040,30.260
2024-04-26 12:45:55.1680,-15.710,21.410,-14.510,30.270
2024-04-26 12:45:55.2680,-16.000,21.020,-14.380,30.080
2024-04-26 12:45:55.3670,-15.730,21.280,-14.680,30.250
2024-04-26 12:45:55.4670,-16.100,21.340,-14.100,30.220
2024-04-26 12:45:55.5660,-16.080,21.360,-14.090,30.220
2024-04-26 12:45:55.6660,-16.020,21.370,-14.480,30.380
2024-04-26 12:45:55.7650,-15.950,21.330,-14.550,30.350
2024-04-26 12:45:55.8650,-16.040,21.320,-14.240,30.240
2024-04-26 12:45:55.9640,-16.230,21.540,-14.100,30.430
2024-04-26 12:45:56.0640,-15.820,21.320,-14.230,30.120
2024-04-26 12:45:56.1630,-16.130,21.320,-13.530,29.960
2024-04-26 12:45:56.2630,-16.120,21.520,-14.080,30.350
2024-04-26 12:45:56.3620,-15.970,21.430,-14.050,30.200
2024-04-26 12:45:56.4620,-15.810,21.500,-13.890,30.090
2024-04-26 12:45:56.5610,-15.610,21.370,-14.060,29.960
2024-04-26 12:45:56.6610,-15.700,21.310,-13.660,29.790
2024-04-26 12:45:56.7610,-15.870,21.490,-14.030,30.170
2024-04-26 12:45:56.8600,-15.940,21.460,-14.000,30.180
2024-04-26 12:45:56.9590,-15.970,21.580,-13.570,30.080
2024-04-26 12:45:57.0590,-15.820,21.660,-14.320,30.400
2024-04-26 12:45:57.1590,-16.010,21.460,-14.040,30.230
2024-04-26 12:45:57.2580,-15.930,21.150,-13.820,29.860
2024-04-26 12:45:57.3580,-16.050,21.510,-14.150,30.340
2024-04-26 12:45:57.4570,-15.870,21.170,-13.330,29.630
2024-04-26 12:45:57.5560,-15.870,21.520,-13.170,29.810
2024-04-26 12:45:57.6560,-16.230,21.450,-13.960,30.310
2024-04-26 12:45:57.7560,-15.880,21.450,-13.800,30.050
2024-04-26 12:45:57.8550,-15.970,21.250,-13.710,29.910
2024-04-26 12:45:57.9550,-15.800,21.430,-13.610,29.910
2024-04-26 12:45:58.0540,-16.150,21.330,-13.190,29.830
2024-04-26 12:45:58.1540,-16.030,21.580,-13.600,30.130
2024-04-26 12:45:58.2530,-16.360,21.320,-13.560,30.100
2024-04-26 12:45:58.3530,-15.950,21.220,-13.800,29.920
2024-04-26 12:45:58.4530,-15.920,21.080,-13.570,29.690
2024-04-26 12:45:58.5520,-16.530,21.380,-13.930,30.400
2024-04-26 12:45:58.6520,-16.500,21.640,-13.900,30.560
2024-04-26 12:45:58.7510,-15.940,21.450,-13.180,29.800
2024-04-26 12:45:58.8510,-16.030,21.410,-13.840,30.120
2024-04-26 12:45:58.9500,-16.120,21.490,-14.060,30.320
2024-04-26 12:45:59.0500,-16.330,21.360,-14.220,30.420
2024-04-26 12:45:59.1490,-16.450,21.190,-14.270,30.380
2024-04-26 12:45:59.2490,-16.400,20.830,-14.140,30.050
2024-04-26 12:45:59.3480,-16.360,21.000,-14.510,30.320
2024-04-26 12:45:59.4480,-16.120,20.890,-14.130,29.930
2024-04-26 12:45:59.5470,-16.080,21.000,-14.030,29.940
2024-04-26 12:45:59.6470,-16.230,21.420,-14.000,30.300
2024-04-26 12:45:59.7470,-16.280,21.320,-14.160,30.340
2024-04-26 12:45:59.8460,-16.290,21.280,-13.650,30.080
2024-04-26 12:45:59.9450,-16.490,21.290,-13.850,30.270
2024-04-26 12:46:00.0460,-16.460,21.540,-13.760,30.400
2024-04-26 12:46:00.1450,-16.360,21.160,-13.790,30.090
2024-04-26 12:46:00.2440,-16.160,21.320,-14.090,30.230
2024-04-26 12:46:00.3440,-16.010,21.470,-13.410,29.960
2024-04-26 12:46:00.4430,-16.080,21.400,-13.910,30.170
2024-04-26 12:46:00.5420,-16.030,21.110,-13.830,29.900
2024-04-26 12:46:00.6420,-16.160,21.320,-13.670,30.040
2024-04-26 12:46:00.7420,-16.280,21.480,-13.830,30.290
2024-04-26 12:46:00.8410,-15.970,21.530,-14.070,30.280
2024-04-26 12:46:00.9410,-15.940,21.430,-14.280,30.290
2024-04-26 12:46:01.0400,-15.930,21.230,-14.110,30.060
2024-04-26 12:46:01.1400,-15.660,21.410,-14.030,30.010
2024-04-26 12:46:01.2400,-16.300,21.690,-13.820,30.450
2024-04-26 12:46:01.3390,-16.080,21.870,-13.580,30.350
2024-04-26 12:46:01.4390,-16.000,21.440,-13.880,30.140
2024-04-26 12:46:01.5380,-15.910,21.090,-14.050,29.920
2024-04-26 12:46:01.6380,-16.300,21.310,-13.970,30.250
2024-04-26 12:46:01.7370,-16.120,21.370,-13.650,30.050
2024-04-26 12:46:01.8370,-16.100,20.960,-13.630,29.740
2024-04-26 12:46:01.9360,-16.060,21.420,-13.610,30.040
2024-04-26 12:46:02.0360,-16.100,21.300,-13.950,30.130
2024-04-26 12:46:02.1350,-16.170,21.230,-13.870,30.070
2024-04-26 12:46:02.2350,-16.160,21.280,-13.810,30.080
2024-04-26 12:46:02.3340,-16.440,21.100,-13.760,30.080
2024-04-26 12:46:02.4340,-16.000,21.100,-13.910,29.910
2024-04-26 12:46:02.5330,-15.890,21.300,-13.920,30.000
2024-04-26 12:46:02.6330,-16.310,21.320,-13.700,30.140
2024-04-26 12:46:02.7320,-16.130,21.170,-14.160,30.150
2024-04-26 12:46:02.8320,-16.120,21.150,-13.580,29.860
2024-04-26 12:46:02.9310,-16.200,21.420,-13.510,30.060
2024-04-26 12:46:03.0310,-15.890,21.130,-13.740,29.800
2024-04-26 12:46:03.1300,-15.990,21.070,-13.190,29.550
2024-04-26 12:46:03.2300,-15.700,21.340,-13.510,29.740
2024-04-26 12:46:03.3290,-15.630,20.960,-13.830,29.580
2024-04-26 12:46:03.4290,-15.510,21.200,-13.450,29.510
2024-04-26 12:46:03.5290,-15.810,20.890,-13.830,29.620
2024-04-26 12:46:03.6280,-15.790,21.210,-13.560,29.710
2024-04-26 12:46:03.7280,-15.500,21.060,-13.770,29.560
2024-04-26 12:46:03.8270,-15.270,21.110,-13.460,29.320
2024-04-26 12:46:03.9270,-15.150,20.670,-13.460,28.950
2024-04-26 12:46:04.0270,-15.560,21.130,-13.180,29.360
2024-04-26 12:46:04.1260,-15.710,21.040,-13.160,29.370
2024-04-26 12:46:04.2260,-15.950,20.810,-13.180,29.340
2024-04-26 12:46:04.3250,-15.860,21.400,-13.640,29.930
2024-04-26 12:46:04.4250,-15.600,21.330,-13.300,29.580
2024-04-26 12:46:04.5240,-15.800,21.320,-13.900,29.960
2024-04-26 12:46:04.6240,-15.750,20.830,-13.130,29.230
2024-04-26 12:46:04.7230,-15.810,21.080,-13.120,29.430
2024-04-26 12:46:04.8230,-15.920,21.040,-13.600,29.680
2024-04-26 12:46:04.9220,-15.590,21.000,-13.530,29.440
2024-04-26 12:46:05.0210,-15.590,21.090,-13.340,29.420
2024-04-26 12:46:05.1210,-16.020,21.240,-13.530,29.850
2024-04-26 12:46:05.2210,-15.820,20.930,-14.030,29.750
2024-04-26 12:46:05.3200,-15.710,21.010,-13.580,29.540
2024-04-26 12:46:05.4200,-15.620,20.910,-13.980,29.600
2024-04-26 12:46:05.5190,-15.490,20.810,-13.420,29.210
2024-04-26 12:46:05.6190,-15.480,21.010,-13.740,29.490
2024-04-26 12:46:05.7190,-15.640,21.210,-13.610,29.660
2024-04-26 12:46:05.8180,-15.680,21.010,-13.680,29.570
2024-04-26 12:46:05.9170,-15.730,20.870,-13.500,29.410
2024-04-26 12:46:06.1390,-15.680,20.770,-13.460,29.290
2024-04-26 12:46:06.1530,-15.870,20.760,-12.780,29.090
2024-04-26 12:46:06.2560,-15.850,20.850,-13.520,29.470
2024-04-26 12:46:06.3180,-15.470,20.940,-13.060,29.130
2024-04-26 12:46:06.4140,-15.760,21.090,-13.380,29.530
2024-04-26 12:46:06.5160,-15.650,21.040,-13.390,29.440
2024-04-26 12:46:06.6150,-15.750,20.920,-13.150,29.310
2024-04-26 12:46:06.7150,-15.850,21.060,-13.380,29.560
2024-04-26 12:46:06.8140,-15.560,21.170,-13.900,29.720
2024-04-26 12:46:06.9130,-15.650,20.750,-13.720,29.390
2024-04-26 12:46:07.0240,-15.670,21.080,-12.980,29.300
2024-04-26 12:46:07.1110,-15.830,21.070,-13.500,29.610
2024-04-26 12:46:07.2120,-16.110,20.910,-13.440,29.610
2024-04-26 12:46:07.3120,-15.620,20.810,-13.580,29.350
2024-04-26 12:46:07.4110,-16.030,20.890,-13.460,29.570
2024-04-26 12:46:07.5090,-15.590,21.150,-13.420,29.500
2024-04-26 12:46:07.6100,-15.590,20.990,-13.390,29.380
2024-04-26 12:46:07.7100,-15.920,21.100,-13.730,29.780
2024-04-26 12:46:07.8090,-16.120,21.140,-13.640,29.880
2024-04-26 12:46:07.9080,-16.190,21.410,-13.420,30.010
2024-04-26 12:46:08.0080,-16.070,21.080,-13.910,29.930
2024-04-26 12:46:08.1090,-15.640,20.850,-13.580,29.390
