time,Bx,By,Bz,BT
17.403300,-0.57,-26.75,-18.18,32.35
17.414784,-0.68,-26.63,-18.24,32.28
17.423386,-0.90,-26.60,-18.19,32.24
17.432195,-0.80,-26.65,-17.72,32.01
17.445571,-0.79,-26.70,-17.68,32.04
17.452855,-0.69,-26.61,-17.41,31.81
17.461819,-0.73,-26.76,-17.82,32.16
17.472625,-1.15,-26.90,-17.66,32.20
17.484469,-0.81,-26.96,-17.93,32.39
17.495460,-0.95,-26.92,-17.80,32.29
17.503050,-0.83,-26.81,-17.68,32.13
17.513040,-0.81,-26.88,-18.07,32.39
17.523183,-0.65,-26.89,-17.72,32.21
17.536381,-0.80,-26.60,-17.82,32.02
17.558503,-0.86,-26.29,-17.79,31.75
17.560413,-0.44,-26.37,-17.86,31.85
17.563524,-0.62,-26.43,-17.78,31.86
17.571745,-0.43,-26.71,-17.89,32.15
17.584946,-0.33,-26.94,-18.06,32.43
17.593878,-0.35,-27.01,-18.04,32.48
17.602133,-0.47,-26.99,-18.12,32.51
17.613467,-0.31,-27.18,-18.19,32.71
17.622920,-0.10,-27.27,-18.05,32.70
17.633034,-0.11,-26.91,-18.20,32.48
17.652952,-0.09,-26.76,-18.22,32.37
17.654526,0.23,-26.67,-18.06,32.21
17.670019,0.33,-26.54,-17.93,32.03
17.672132,0.43,-26.45,-17.75,31.86
17.683142,0.65,-26.43,-17.87,31.91
17.695319,0.73,-26.50,-17.65,31.85
17.702850,0.63,-26.32,-17.83,31.80
17.711897,0.43,-26.54,-17.73,31.92
17.722398,0.45,-26.77,-17.61,32.05
17.733489,0.19,-26.71,-17.60,31.99
17.744198,0.21,-26.61,-17.75,31.99
17.753009,0.17,-26.58,-17.97,32.08
17.767890,-0.03,-26.65,-17.97,32.14
17.772401,-0.18,-26.40,-18.24,32.09
17.788442,-0.19,-26.59,-17.95,32.08
17.797992,-0.11,-26.45,-18.07,32.03
17.802868,-0.01,-26.45,-18.16,32.09
17.812388,0.01,-26.56,-18.14,32.17
17.822923,-0.07,-26.79,-18.02,32.29
17.833239,-0.15,-26.71,-17.77,32.09
17.845301,-0.33,-26.77,-17.87,32.19
17.853482,-0.17,-27.01,-17.75,32.32
17.862058,-0.03,-27.01,-17.92,32.42
17.872892,-0.08,-27.23,-17.75,32.50
17.891835,-0.09,-26.97,-17.69,32.25
17.894623,-0.01,-26.99,-17.90,32.39
17.903610,0.21,-26.89,-17.98,32.35
17.912287,0.33,-26.87,-18.06,32.38
17.923263,0.57,-26.75,-18.06,32.28
17.933650,0.55,-26.76,-17.84,32.17
17.943795,0.66,-26.85,-17.61,32.12
17.952111,0.98,-26.92,-17.43,32.09
17.962195,0.76,-26.94,-17.41,32.08
17.973631,0.59,-26.73,-17.34,31.87
17.982896,0.35,-26.73,-17.44,31.92
17.994392,0.31,-26.77,-17.44,31.95
18.003189,0.19,-26.78,-17.32,31.90
18.013144,0.23,-26.66,-17.48,31.88
18.023959,-0.01,-26.44,-17.72,31.83
18.033326,-0.33,-26.50,-17.89,31.97
18.042311,-0.27,-26.71,-17.79,32.10
18.053490,-0.25,-26.79,-18.01,32.28
18.062351,-0.17,-26.64,-17.93,32.12
18.072987,-0.21,-26.81,-18.04,32.32
18.082773,-0.03,-26.69,-18.12,32.26
18.102844,-0.33,-26.83,-18.04,32.33
18.104675,-0.23,-26.83,-17.97,32.29
18.117658,0.01,-26.57,-17.97,32.08
18.122862,0.00,-26.23,-18.26,31.97
18.131798,0.15,-26.40,-18.16,32.04
18.144942,-0.05,-26.55,-17.93,32.04
18.153072,-0.12,-26.36,-18.05,31.94
18.161396,-0.17,-26.47,-18.22,32.14
18.172371,0.19,-26.28,-18.48,32.12
18.183274,0.01,-26.39,-18.59,32.28
18.203497,-0.28,-26.29,-18.27,32.01
18.210788,-0.31,-26.51,-17.91,32.00
18.221844,-0.44,-26.28,-17.94,31.82
18.223445,-0.32,-26.26,-18.15,31.93
18.234798,-0.16,-26.34,-18.07,31.94
18.245535,-0.48,-26.29,-17.86,31.79
18.253014,-0.96,-26.28,-17.77,31.74
18.261680,-0.84,-26.43,-17.69,31.81
18.271889,-0.47,-26.55,-18.17,32.18
18.281636,-0.61,-26.68,-18.26,32.34
18.301752,-0.51,-26.81,-18.12,32.36
18.303809,-0.21,-26.94,-18.16,32.49
18.322686,-0.45,-27.06,-18.08,32.55
18.324457,-0.12,-27.19,-18.42,32.84
18.333135,0.36,-27.02,-18.29,32.63
18.344321,0.50,-27.03,-18.29,32.63
18.363006,0.14,-27.04,-18.27,32.63
18.364580,0.46,-26.94,-18.60,32.74
18.373332,0.48,-27.02,-18.67,32.85
18.383474,0.15,-26.74,-18.76,32.66
18.394128,0.23,-26.54,-18.86,32.56
18.402157,0.05,-26.64,-18.47,32.42
18.414983,-0.15,-26.81,-18.84,32.77
18.423361,-0.43,-26.90,-18.88,32.86
18.432126,-0.03,-26.92,-18.76,32.81
18.444262,-0.39,-26.98,-18.43,32.68
18.454023,-0.51,-26.78,-18.49,32.55
18.463446,-0.43,-26.80,-18.37,32.49
18.473564,-0.39,-27.10,-18.23,32.67
18.484417,-0.03,-26.93,-18.56,32.71
18.493894,0.17,-26.93,-18.29,32.56
18.503426,0.29,-26.77,-18.27,32.41
18.512807,-0.05,-26.69,-18.35,32.39
18.523919,0.23,-26.52,-18.66,32.43
18.532898,0.15,-26.50,-18.47,32.30
18.542249,-0.01,-26.68,-18.51,32.47
18.553359,0.07,-26.48,-18.59,32.35
18.563421,-0.13,-26.62,-18.63,32.49
18.574250,-0.07,-26.52,-18.88,32.56
18.582834,-0.05,-26.41,-18.90,32.48
18.594294,0.13,-26.43,-18.61,32.32
18.603253,0.25,-26.37,-18.55,32.24
18.613252,0.31,-26.69,-18.68,32.58
18.623319,0.27,-26.63,-18.82,32.61
18.632007,0.59,-26.52,-18.66,32.44
18.642702,0.63,-26.12,-18.30,31.90
18.652047,0.13,-26.36,-18.22,32.05
18.663033,0.33,-26.46,-18.22,32.13
18.674218,0.01,-26.66,-18.43,32.41
18.683243,-0.09,-26.60,-18.20,32.23
18.694015,0.00,-26.32,-18.07,31.93
18.703354,0.10,-26.22,-17.70,31.64
18.712114,-0.16,-26.31,-17.78,31.76
18.723374,-0.24,-26.39,-18.03,31.96
18.733840,0.09,-26.50,-17.97,32.02
18.743800,-0.14,-26.30,-18.05,31.90
18.754099,0.18,-26.23,-18.07,31.85
18.762829,0.17,-26.31,-18.18,31.98
18.773960,0.19,-26.47,-18.30,32.18
18.782221,0.31,-26.46,-18.57,32.33
18.803485,0.13,-26.50,-18.53,32.33
18.805213,-0.21,-26.84,-18.57,32.64
18.823888,-0.09,-26.80,-18.49,32.56
18.827221,0.13,-27.01,-18.41,32.68
18.833227,-0.17,-26.91,-18.18,32.47
18.845388,-0.14,-27.14,-18.23,32.70
18.852986,-0.09,-27.04,-18.33,32.67
18.862072,-0.14,-27.31,-18.33,32.89
18.872159,-0.20,-27.43,-18.19,32.92
18.882634,0.06,-27.48,-17.86,32.78
18.896267,-0.12,-27.12,-17.84,32.46
18.902649,-0.21,-26.98,-18.06,32.46
18.922209,-0.09,-27.09,-18.31,32.70
18.924300,-0.17,-26.83,-18.04,32.33
18.933686,-0.21,-26.77,-17.87,32.19
18.945137,-0.05,-26.63,-17.95,32.11
18.953213,-0.05,-26.73,-18.49,32.50
18.962518,-0.13,-26.44,-18.34,32.17
18.973136,-0.03,-26.62,-18.34,32.32
18.982724,-0.15,-26.85,-18.22,32.45
18.994049,0.03,-26.80,-18.33,32.47
19.002854,0.05,-26.77,-18.62,32.61
19.012104,0.05,-26.77,-18.62,32.61
19.023357,-0.13,-26.97,-18.60,32.76
19.032750,-0.03,-26.62,-18.24,32.27
19.051884,0.17,-26.63,-18.51,32.43
19.053552,0.29,-26.59,-18.62,32.47
19.061948,0.53,-26.63,-18.53,32.44
19.071995,0.51,-26.68,-18.50,32.48
19.082656,0.21,-26.61,-18.47,32.39
19.095092,0.31,-26.67,-18.60,32.52
19.102377,0.30,-26.14,-18.57,32.07
19.113280,0.28,-26.06,-18.56,31.99
19.123292,0.28,-26.16,-18.65,32.13
19.133099,0.06,-26.19,-18.81,32.25
19.144749,-0.42,-26.02,-18.74,32.07
19.152811,-0.30,-25.96,-18.58,31.93
19.162870,-0.10,-25.87,-18.35,31.72
19.173214,-0.28,-26.10,-18.13,31.78
19.184295,-0.20,-26.21,-18.29,31.96
19.196669,-0.12,-26.20,-18.27,31.94
19.201930,-0.24,-26.18,-18.21,31.89
19.212641,-0.20,-26.32,-17.92,31.84
19.222949,-0.08,-26.25,-18.07,31.87
19.232249,-0.26,-26.18,-18.33,31.96
19.244961,0.09,-26.63,-18.74,32.56
19.251930,0.25,-26.37,-18.67,32.31
19.262863,-0.05,-26.67,-18.34,32.37
19.272842,-0.23,-26.97,-18.45,32.67
19.283041,-0.31,-26.86,-18.51,32.62
19.303826,-0.41,-26.86,-18.61,32.68
19.305566,-0.41,-26.82,-18.37,32.51
19.322360,-0.41,-26.72,-18.05,32.24
19.323979,-0.72,-26.43,-17.76,31.85
19.332982,-1.04,-26.58,-18.09,32.17
19.344190,-0.92,-26.53,-18.34,32.27
19.353981,-0.86,-26.44,-18.15,32.08
19.362482,-0.49,-26.59,-18.17,32.21
19.371342,-0.31,-26.56,-18.24,32.22
19.382193,0.11,-26.59,-18.63,32.47
19.405754,0.07,-26.56,-18.72,32.49
19.407527,0.07,-26.52,-18.72,32.46
19.413083,0.31,-26.61,-18.51,32.41
19.423881,0.41,-26.46,-18.34,32.19
19.432872,0.67,-26.45,-18.37,32.21
19.445283,0.25,-26.55,-18.18,32.18
19.453326,0.09,-26.38,-18.16,32.03
19.462553,-0.25,-26.46,-17.99,32.00
19.472272,-0.47,-26.70,-18.01,32.21
19.483525,-0.35,-26.68,-18.12,32.26
19.495876,-0.40,-26.47,-18.34,32.20
19.502389,-0.27,-26.51,-18.63,32.41
19.513201,-0.48,-26.55,-18.81,32.54
19.522392,-0.28,-26.30,-18.89,32.38
19.535304,-0.04,-26.35,-18.71,32.32
19.554906,-0.04,-26.35,-18.65,32.28
19.556612,0.41,-26.45,-18.65,32.36
19.565761,0.35,-26.50,-18.53,32.34
19.572377,0.29,-26.59,-18.35,32.31
19.582112,0.03,-26.60,-18.24,32.25
19.596107,-0.01,-26.60,-18.20,32.23
19.603389,-0.07,-26.65,-18.14,32.24
19.614177,-0.23,-26.58,-18.26,32.25
19.622356,-0.20,-26.37,-18.55,32.24
19.631968,-0.30,-26.02,-18.60,31.99
19.651083,-0.24,-26.31,-18.58,32.21
19.658876,-0.26,-26.15,-18.66,32.12
19.663103,-0.10,-26.13,-18.50,32.02
19.672225,-0.08,-26.29,-18.32,32.04
19.682194,0.07,-26.48,-18.42,32.25
19.694328,0.15,-26.66,-18.31,32.34
19.702866,0.03,-26.85,-18.06,32.36
19.712402,-0.02,-27.11,-18.15,32.62
19.722811,0.05,-26.87,-18.27,32.50
19.731677,0.05,-26.93,-18.12,32.45
19.744966,-0.01,-26.86,-18.33,32.52
19.752812,-0.19,-26.91,-18.45,32.63
19.762799,-0.41,-26.92,-18.33,32.58
19.772785,-0.81,-26.76,-18.55,32.57
19.782276,-0.69,-26.87,-18.51,32.64
19.803031,-0.85,-26.79,-18.17,32.38
19.803959,-0.90,-26.69,-17.93,32.17
19.816088,-0.78,-26.62,-18.11,32.21
19.823133,-0.94,-26.71,-17.84,32.13
19.833251,-1.10,-26.43,-17.79,31.87
19.843960,-0.90,-26.25,-17.92,31.80
19.852661,-0.62,-26.57,-17.92,32.05
19.865193,-0.72,-26.51,-17.92,32.00
19.872771,-0.63,-26.68,-18.22,32.32
19.882633,-0.85,-26.82,-18.07,32.35
19.897989,-0.65,-26.86,-18.20,32.46
19.903558,-0.55,-27.04,-18.57,32.80
19.911878,-0.63,-27.09,-18.62,32.88
19.923236,-0.67,-27.07,-18.60,32.86
19.933546,-0.92,-26.72,-18.52,32.52
19.944829,-0.61,-26.81,-18.38,32.51
19.952984,-0.61,-26.63,-18.28,32.31
19.963364,-0.15,-26.46,-18.57,32.33
19.973399,-0.47,-26.61,-18.32,32.31
19.982699,-0.66,-26.44,-18.13,32.07
19.994469,-0.21,-26.57,-18.05,32.12
20.002763,-0.17,-26.64,-17.93,32.12
20.013056,-0.21,-26.74,-17.97,32.21
20.022203,-0.33,-26.67,-18.22,32.30
20.032623,-0.27,-26.90,-18.00,32.37
20.047650,-0.71,-26.84,-17.93,32.28
20.052802,-0.57,-26.72,-18.11,32.28
20.062650,-0.17,-26.78,-18.18,32.37
20.072712,-0.21,-26.52,-18.32,32.24
20.082320,-0.33,-26.67,-18.38,32.39
20.095035,0.03,-26.91,-18.08,32.42
20.102069,-0.05,-26.88,-17.69,32.18
20.112888,0.01,-26.67,-17.97,32.15
20.122560,0.38,-27.00,-18.15,32.54
20.136164,0.34,-27.12,-17.84,32.47
20.143944,0.16,-27.08,-17.78,32.40
20.151494,-0.13,-27.06,-17.77,32.37
20.162472,0.06,-27.16,-17.86,32.50
20.173357,0.15,-26.76,-18.00,32.25
20.183264,-0.13,-26.67,-18.20,32.29
20.195302,0.01,-26.54,-18.07,32.11
20.202691,-0.28,-26.28,-18.13,31.93
20.213542,-0.34,-26.38,-18.30,32.11
20.223487,-0.56,-26.26,-18.29,32.01
20.232796,-0.04,-26.33,-18.30,32.06
20.248052,-0.20,-26.22,-18.36,32.01
20.253370,-0.33,-26.52,-18.36,32.26
20.264424,-0.03,-26.56,-18.32,32.27
20.272594,-0.21,-26.76,-18.26,32.40
20.283856,-0.19,-26.74,-18.04,32.26
20.294512,-0.27,-26.59,-18.01,32.12
20.303581,0.07,-26.63,-17.97,32.12
20.312928,-0.03,-26.77,-17.87,32.19
20.324336,-0.15,-26.62,-17.72,31.98
20.333796,-0.23,-26.47,-17.70,31.85
20.344740,-0.40,-26.40,-17.74,31.81
20.353257,-0.22,-26.33,-17.76,31.76
20.364084,-0.30,-26.26,-17.92,31.79
20.373540,-0.28,-26.15,-17.98,31.74
20.391660,-0.40,-26.22,-17.90,31.75
20.394430,-0.76,-26.02,-18.25,31.80
20.403390,-0.64,-26.18,-18.50,32.06
20.413575,-0.66,-26.29,-18.62,32.22
20.422740,-0.52,-26.42,-18.56,32.29
20.433417,-0.70,-26.58,-18.57,32.43
20.444858,-0.57,-26.87,-18.51,32.63
20.451604,-0.55,-26.98,-18.45,32.69
20.462636,-0.51,-27.11,-18.58,32.87
20.473495,-0.34,-27.31,-18.27,32.86
20.487168,-0.31,-27.08,-18.04,32.54
20.494359,-0.33,-26.88,-17.83,32.26
20.503962,-0.45,-26.68,-18.01,32.19
20.513189,-0.29,-26.46,-17.88,31.93
20.522849,-0.15,-26.41,-17.91,31.91
20.532706,-0.23,-26.67,-18.20,32.29
20.545152,-0.21,-26.68,-18.01,32.19
20.552689,0.02,-26.29,-18.07,31.90
20.563714,0.15,-26.40,-18.11,32.01
20.573722,0.17,-26.60,-18.39,32.34
20.586361,0.29,-26.93,-18.21,32.51
20.605192,0.07,-26.83,-18.56,32.62
20.606720,-0.07,-26.69,-18.43,32.44
20.616722,-0.04,-26.27,-18.19,31.95
20.621902,-0.26,-26.12,-18.11,31.79
20.632260,-0.54,-26.30,-18.19,31.98
20.644023,-0.68,-26.43,-18.27,32.13
20.651980,-0.66,-26.35,-18.07,31.96
20.662155,-0.66,-25.91,-18.08,31.60
20.673686,-0.54,-26.02,-17.96,31.62
20.683795,-0.52,-25.95,-17.94,31.55
20.704185,-0.59,-25.82,-18.18,31.59
20.712271,-0.29,-25.71,-18.59,31.72
20.714142,0.08,-25.98,-18.42,31.85
20.722884,0.22,-25.64,-18.39,31.55
20.733524,0.20,-25.71,-18.54,31.70
20.746047,0.18,-25.98,-18.89,32.12
20.753544,-0.02,-25.97,-18.75,32.03
20.762743,-0.08,-26.14,-18.87,32.24
20.771531,0.10,-26.28,-18.65,32.23
20.781526,0.09,-26.55,-18.53,32.38
20.799454,-0.01,-26.46,-18.44,32.25
20.802052,-0.19,-26.64,-18.47,32.42
20.812042,-0.36,-26.36,-18.38,32.14
20.822842,-0.44,-26.28,-18.13,31.93
20.833420,-0.46,-26.34,-18.29,32.07
20.844501,-0.68,-26.44,-18.11,32.06
20.853135,-0.66,-26.58,-17.95,32.09
20.862231,-0.62,-26.29,-17.78,31.75
20.871863,-0.64,-26.19,-18.10,31.84
20.884131,-0.60,-26.26,-17.92,31.79
20.895378,-0.44,-26.39,-17.92,31.90
20.903973,-0.28,-26.43,-18.05,32.00
20.913746,-0.24,-26.35,-17.95,31.89
20.921942,-0.12,-26.28,-17.94,31.82
20.932517,-0.24,-26.13,-17.96,31.71
20.948133,-0.24,-26.39,-17.92,31.90
20.952241,-0.27,-26.44,-17.68,31.81
20.962107,-0.17,-26.44,-17.82,31.88
20.972269,-0.17,-26.44,-17.74,31.84
20.981773,-0.37,-26.75,-17.83,32.15
20.993288,-0.39,-27.03,-18.00,32.48
21.001418,-0.18,-27.22,-18.27,32.78
21.012836,-0.20,-27.33,-18.44,32.97
21.022445,-0.58,-27.37,-18.72,33.16
21.032366,-0.76,-27.51,-18.79,33.33
21.046958,-0.88,-27.58,-18.58,33.27
21.053465,-0.94,-27.67,-18.62,33.36
21.063832,-0.78,-27.47,-18.50,33.13
21.073252,-0.46,-27.36,-18.29,32.91
21.082656,-0.52,-27.30,-18.08,32.75
21.093392,-0.48,-27.30,-18.02,32.71
21.101905,-0.15,-27.04,-17.75,32.35
21.112745,-0.31,-26.89,-17.77,32.24
21.123337,-0.41,-26.59,-18.05,32.14
21.133903,-0.13,-26.54,-18.13,32.14
21.146065,-0.22,-26.41,-18.03,31.98
21.153663,-0.42,-26.38,-18.27,32.08
21.163876,-0.24,-26.05,-18.23,31.80
21.177850,0.02,-26.20,-18.30,31.96
21.182814,-0.28,-26.19,-18.25,31.92
21.199771,0.06,-26.20,-18.19,31.89
21.202119,0.09,-26.43,-17.93,31.94
21.216978,0.11,-26.57,-17.89,32.04
21.222267,-0.03,-26.74,-17.83,32.14
21.236522,-0.25,-26.75,-17.75,32.11
21.244187,-0.23,-26.79,-17.79,32.16
21.252282,-0.54,-26.37,-17.45,31.63
21.262257,-0.40,-26.29,-17.59,31.63
21.272305,-0.52,-26.08,-17.54,31.43
21.283722,-0.30,-26.04,-17.71,31.49
21.302641,-0.53,-25.74,-17.66,31.22
21.304859,-0.43,-25.44,-17.87,31.09
21.312783,-0.37,-25.43,-17.70,30.99
21.322692,-0.16,-25.70,-17.91,31.32
21.333313,-0.22,-25.87,-18.45,31.77
21.345593,-0.16,-26.00,-18.44,31.88
21.352867,0.00,-26.21,-18.69,32.19
21.362163,0.02,-26.26,-18.57,32.16
21.372939,0.07,-26.36,-18.75,32.34
21.383105,0.31,-26.70,-18.53,32.50
21.394821,0.61,-26.63,-18.54,32.46
21.402571,0.39,-26.39,-18.30,32.11
21.413264,0.49,-26.44,-18.26,32.14
21.422749,0.51,-26.61,-18.33,32.32
21.432306,0.59,-26.62,-17.98,32.13
21.453342,0.67,-26.73,-18.00,32.23
21.455152,0.41,-26.67,-17.98,32.17
21.472947,0.41,-26.42,-18.12,32.04
21.474638,0.23,-26.29,-18.30,32.04
21.482808,-0.05,-26.44,-18.55,32.30
21.494809,-0.15,-26.72,-18.18,32.32
21.502853,0.11,-26.78,-18.02,32.28
21.513120,-0.05,-26.78,-18.12,32.33
21.522701,-0.37,-26.53,-17.84,31.97
21.531895,-0.23,-26.57,-17.74,31.94
21.543837,-0.47,-26.59,-17.45,31.81
21.552311,-0.45,-26.57,-17.35,31.74
21.562049,-0.15,-26.54,-17.27,31.66
21.573688,-0.03,-26.40,-17.35,31.59
21.586961,-0.22,-26.17,-17.20,31.32
21.593118,-0.04,-26.15,-17.08,31.24
21.603496,0.02,-26.16,-17.30,31.36
21.613137,0.02,-26.25,-17.30,31.44
21.623310,0.09,-26.38,-17.58,31.71
21.632247,0.13,-26.51,-17.66,31.86
21.643498,-0.17,-26.51,-17.53,31.78
21.652996,-0.32,-26.38,-17.70,31.77
21.663276,-0.38,-26.44,-17.90,31.93
21.672722,-0.46,-26.46,-17.95,31.98
21.684064,-0.54,-26.44,-18.03,32.01
21.692675,-0.56,-26.46,-18.15,32.09
21.704065,-0.56,-26.42,-17.92,31.93
21.712689,-0.57,-26.58,-17.80,31.99
21.723445,-0.29,-26.61,-17.95,32.10
21.732165,-0.25,-26.55,-17.95,32.05
21.744880,-0.47,-26.57,-17.93,32.06
21.753274,-0.58,-26.48,-17.99,32.02
21.762711,-0.50,-26.50,-18.15,32.12
21.773140,-0.31,-26.48,-17.90,31.96
21.783590,-0.03,-26.48,-17.93,31.98
21.799261,-0.03,-26.33,-17.86,31.82
21.803138,-0.09,-26.43,-17.95,31.95
21.813317,-0.13,-26.52,-17.99,32.04
21.825466,-0.03,-26.52,-18.12,32.12
21.833379,-0.25,-26.68,-17.91,32.13
21.844874,-0.19,-26.87,-17.62,32.13
21.853724,-0.23,-26.80,-17.60,32.06
21.864037,-0.59,-26.82,-17.91,32.26
21.872669,-0.57,-26.93,-18.10,32.46
21.882782,-0.83,-26.95,-18.03,32.43
21.894463,-0.57,-27.02,-17.73,32.32
21.904050,-0.31,-26.95,-17.62,32.19
21.919649,-0.11,-26.73,-17.85,32.15
21.922300,-0.23,-26.54,-18.07,32.10
21.944624,-0.15,-26.52,-18.18,32.16
21.946455,-0.09,-26.43,-18.13,32.05
21.954395,-0.33,-26.57,-17.85,32.01
21.961941,-0.12,-26.33,-17.57,31.65
21.972386,-0.28,-26.13,-17.65,31.53
21.983495,-0.44,-26.11,-17.73,31.56
21.994492,-0.34,-26.05,-17.77,31.54
22.002346,-0.13,-26.45,-17.60,31.78
22.012272,-0.37,-26.80,-17.50,32.01
22.021849,-0.37,-26.88,-17.06,31.83
22.035559,-0.39,-26.90,-17.17,31.91
22.047781,-0.49,-26.85,-17.44,32.02
22.052707,-0.39,-26.85,-17.39,31.99
22.063808,-0.27,-26.96,-17.27,32.01
22.072619,-0.41,-27.08,-17.03,31.99
22.082773,-0.43,-26.75,-17.08,31.74
22.094817,-0.43,-26.66,-17.22,31.74
22.104120,-0.27,-26.65,-17.50,31.89
22.113100,-0.05,-26.49,-17.62,31.82
22.123497,-0.03,-26.82,-17.73,32.16
22.136984,-0.19,-27.00,-17.56,32.21
22.147268,-0.33,-27.05,-17.50,32.22
22.153146,-0.35,-27.10,-17.81,32.43
22.165454,-0.55,-26.88,-17.95,32.32
22.172333,-0.51,-26.72,-18.05,32.24
22.183476,-0.53,-26.73,-17.93,32.19
22.193434,-0.43,-26.73,-17.89,32.17
22.204180,-0.38,-26.38,-17.84,31.85
22.213345,-0.30,-26.23,-18.03,31.83
22.222193,-0.14,-26.34,-18.11,31.96
22.233251,-0.02,-26.27,-18.26,32.00
22.247880,0.27,-26.50,-18.43,32.28
22.252639,0.45,-26.33,-18.28,32.06
22.269327,0.13,-26.35,-18.44,32.16
22.272500,0.03,-26.44,-18.28,32.14
22.282662,-0.01,-26.64,-18.26,32.29
22.293722,-0.03,-26.71,-18.33,32.40
22.303059,0.05,-26.54,-18.08,32.12
22.311701,0.13,-26.53,-17.68,31.88
22.322054,-0.03,-26.36,-17.39,31.58
22.332544,-0.15,-26.61,-17.37,31.78
22.347829,0.15,-26.49,-17.29,31.63
22.353763,0.05,-26.27,-17.39,31.51
22.364584,-0.10,-26.30,-17.16,31.40
22.372608,0.00,-26.21,-17.16,31.33
22.384038,-0.24,-25.99,-17.34,31.25
22.393819,-0.30,-26.10,-17.49,31.43
22.403574,-0.28,-26.08,-17.32,31.31
22.413858,0.06,-26.03,-17.16,31.18
22.422479,0.19,-26.17,-16.99,31.20
22.433019,0.21,-26.46,-16.77,31.33
22.444002,0.13,-26.41,-16.98,31.40
22.453107,-0.05,-26.55,-16.96,31.51
22.462964,0.26,-26.88,-16.90,31.75
22.471841,0.06,-27.10,-16.86,31.91
22.484026,-0.00,-27.17,-16.97,32.04
22.507970,-0.21,-27.05,-17.21,32.06
22.509960,-0.37,-26.89,-17.40,32.03
22.512958,-0.25,-26.73,-17.62,32.01
22.522203,-0.31,-26.65,-17.47,31.87
22.533753,-0.19,-26.69,-17.45,31.88
22.543945,-0.37,-26.60,-17.53,31.85
22.552363,-0.20,-26.36,-17.59,31.69
22.563579,-0.07,-26.51,-17.56,31.80
22.572378,-0.15,-26.49,-17.60,31.81
22.583034,-0.29,-26.62,-17.60,31.91
22.594486,-0.23,-26.61,-17.47,31.83
22.603111,0.03,-26.81,-17.29,31.90
22.618337,0.17,-26.54,-17.23,31.65
22.622155,0.27,-26.60,-17.46,31.82
22.633036,-0.01,-26.62,-17.44,31.82
22.645058,-0.05,-26.51,-17.62,31.83
22.653009,-0.11,-26.57,-17.68,31.91
22.662868,-0.15,-26.60,-17.78,32.00
22.672136,-0.17,-26.50,-17.99,32.03
22.683335,0.02,-26.25,-18.15,31.91
22.694184,-0.17,-26.49,-18.16,32.12
22.702628,-0.39,-26.50,-18.05,32.06
22.712371,-0.05,-26.37,-17.95,31.90
22.722357,0.13,-26.26,-17.84,31.75
22.736763,0.19,-26.37,-17.72,31.77
22.759491,0.33,-26.30,-17.89,31.81
22.763565,0.20,-26.19,-18.01,31.79
22.765193,0.01,-26.32,-18.05,31.92
22.772362,0.06,-26.27,-18.26,32.00
22.786221,0.08,-26.16,-18.21,31.87
22.792366,-0.08,-26.22,-18.32,31.99
22.802260,-0.41,-26.52,-18.26,32.20
22.811994,-0.54,-26.41,-18.21,32.08
22.822631,-0.74,-26.40,-17.88,31.89
22.833140,-0.72,-26.60,-17.70,31.96
22.845479,-0.72,-26.51,-17.84,31.96
22.853152,-0.78,-26.43,-17.55,31.73
22.869434,-0.78,-26.30,-17.59,31.65
22.871741,-0.66,-26.37,-17.43,31.62
22.891146,-0.42,-26.16,-17.67,31.57
22.896144,-0.38,-26.20,-17.69,31.61
22.902856,-0.04,-26.24,-17.68,31.64
22.914741,-0.10,-26.11,-17.65,31.51
22.922066,-0.22,-26.03,-17.40,31.31
22.932322,-0.40,-26.19,-17.55,31.53
22.944945,-0.42,-26.31,-17.63,31.67
22.954406,-0.24,-26.22,-17.76,31.67
22.962752,-0.34,-26.34,-17.53,31.64
22.972646,-0.29,-26.63,-17.43,31.83
22.987710,-0.41,-26.61,-17.54,31.88
22.992807,-0.41,-26.74,-17.68,32.06
23.003474,-0.29,-26.92,-17.96,32.36
23.014059,-0.03,-26.94,-17.89,32.33
23.023070,-0.11,-26.86,-17.87,32.26
23.032203,-0.43,-27.04,-17.87,32.41
23.043446,-0.40,-27.28,-17.88,32.62
23.052760,-0.29,-27.10,-17.87,32.46
23.062964,-0.19,-27.04,-17.87,32.41
23.071960,0.05,-26.95,-17.59,32.18
23.083078,0.08,-27.06,-17.44,32.19
23.092813,-0.05,-26.98,-17.42,32.12
23.104644,0.02,-27.20,-17.22,32.19
23.112815,0.02,-27.11,-17.28,32.15
23.123296,0.05,-26.74,-17.40,31.91
23.132617,-0.17,-26.76,-17.52,31.99
23.143964,-0.37,-26.82,-17.62,32.09
23.153456,-0.45,-26.91,-17.71,32.22
23.164807,-0.45,-26.69,-17.72,32.04
23.172054,-0.51,-26.58,-17.66,31.92
23.182622,-0.33,-26.64,-17.89,32.09
23.197461,-0.33,-26.73,-17.70,32.06
23.202997,-0.29,-26.64,-17.62,31.94
23.212553,-0.21,-26.53,-17.60,31.84
23.223584,-0.03,-26.55,-17.62,31.86
23.232882,0.09,-26.71,-17.44,31.90
23.245317,0.09,-26.96,-17.21,31.98
23.253119,0.20,-26.96,-17.34,32.06
23.263880,0.19,-26.87,-17.34,31.98
23.272945,0.15,-26.77,-17.46,31.96
23.283326,-0.11,-26.92,-17.34,32.03
