time,Bx,By,Bz,BT
0.004049,0.02,-27.05,-17.84,32.40
0.004482,-0.21,-27.06,-17.81,32.39
0.004738,-0.13,-26.83,-18.20,32.42
0.017377,-0.20,-27.17,-17.96,32.57
0.021686,0.06,-27.29,-18.03,32.71
0.032199,0.04,-27.22,-18.23,32.76
0.042141,-0.18,-27.38,-18.15,32.85
0.052128,0.00,-27.49,-17.99,32.85
0.062367,-0.26,-27.62,-18.15,33.04
0.071428,-0.10,-27.76,-18.03,33.10
0.081470,-0.21,-28.12,-17.77,33.26
0.092260,-0.41,-28.21,-17.96,33.45
0.101421,-0.67,-28.28,-18.08,33.58
0.111456,-0.81,-28.31,-17.91,33.51
0.122804,-0.75,-28.17,-18.01,33.44
0.132919,-0.94,-27.84,-18.17,33.26
0.147873,-0.54,-27.85,-18.11,33.22
0.153180,-0.66,-27.58,-18.29,33.10
0.162199,-0.85,-27.06,-18.18,32.61
0.172927,-0.73,-26.77,-18.07,32.30
0.183290,-0.76,-26.35,-18.17,32.02
0.194449,-0.54,-26.21,-18.37,32.01
0.202894,-0.66,-26.40,-18.07,32.00
0.212583,-0.66,-26.41,-18.17,32.06
0.222901,-0.86,-26.32,-18.31,32.07
0.233559,-0.98,-26.37,-18.33,32.13
0.247416,-0.60,-26.54,-18.44,32.32
0.254939,-0.70,-26.54,-18.54,32.38
0.262940,-0.69,-26.72,-18.53,32.53
0.272873,-0.77,-26.83,-18.28,32.47
0.283588,-0.75,-26.68,-18.30,32.36
0.294673,-0.53,-26.94,-18.41,32.64
0.305224,-0.29,-26.95,-18.41,32.64
0.313126,-0.05,-26.88,-18.51,32.63
0.323376,-0.11,-26.97,-18.47,32.68
0.333884,0.22,-27.04,-18.35,32.68
0.344679,0.34,-26.97,-18.19,32.53
0.352669,0.31,-26.90,-18.37,32.57
0.362155,0.34,-26.95,-18.35,32.61
0.372768,0.24,-26.94,-18.02,32.41
0.382990,0.19,-26.90,-17.94,32.34
0.398328,0.24,-27.01,-17.86,32.39
0.401431,0.11,-26.90,-17.88,32.30
0.413933,-0.03,-26.72,-18.02,32.23
0.422741,-0.11,-27.01,-17.96,32.44
0.433553,0.06,-27.27,-17.84,32.58
0.444814,0.30,-27.14,-17.78,32.45
0.452654,0.32,-27.07,-18.00,32.51
0.463331,0.14,-27.00,-18.02,32.46
0.474112,0.05,-26.74,-17.81,32.12
0.483438,0.27,-26.63,-17.79,32.03
0.495197,0.27,-26.56,-17.79,31.97
0.502677,0.17,-26.50,-17.93,32.00
0.513176,0.01,-26.34,-17.99,31.90
0.526553,-0.16,-26.36,-18.38,32.14
0.532925,-0.20,-26.27,-18.42,32.09
0.544361,-0.22,-26.25,-18.30,32.00
0.553442,-0.26,-26.25,-18.31,32.00
0.563757,-0.60,-26.16,-18.35,31.96
0.572734,-0.60,-26.28,-18.29,32.02
0.586142,-0.70,-26.11,-18.19,31.84
0.598748,-0.80,-26.02,-18.29,31.82
0.602400,-0.94,-26.11,-17.98,31.72
0.619603,-0.96,-26.17,-17.79,31.66
0.622737,-0.52,-26.45,-17.72,31.84
0.633341,-0.39,-26.78,-17.70,32.10
0.645085,-0.13,-26.93,-17.54,32.14
0.653581,-0.25,-26.85,-17.52,32.06
0.663144,-0.05,-26.98,-17.38,32.09
0.673079,0.18,-27.06,-17.40,32.17
0.683047,0.09,-26.86,-17.46,32.03
0.698854,-0.03,-26.75,-17.71,32.08
0.705282,-0.27,-26.47,-17.68,31.84
0.714327,-0.44,-26.34,-17.74,31.77
0.722942,-0.36,-26.37,-17.82,31.82
0.733360,-0.27,-26.49,-17.78,31.91
0.743710,-0.19,-26.48,-17.84,31.93
0.753422,-0.02,-26.30,-17.80,31.75
0.763774,0.11,-26.41,-17.97,31.95
0.774074,0.11,-26.66,-17.77,32.04
0.784127,0.28,-26.97,-18.21,32.54
0.794626,0.09,-26.93,-18.16,32.48
0.802483,-0.02,-27.09,-18.27,32.68
0.813419,-0.11,-27.06,-18.31,32.67
0.823919,-0.25,-26.84,-18.61,32.66
0.831701,-0.61,-26.94,-18.39,32.63
0.854899,-0.59,-26.88,-18.18,32.46
0.856281,-0.55,-26.85,-18.32,32.51
0.864788,-0.72,-26.60,-17.88,32.06
0.872890,-0.50,-26.53,-17.99,32.06
0.882829,-0.58,-26.51,-18.01,32.06
0.895519,-0.66,-26.44,-18.13,32.07
0.902326,-0.64,-26.46,-18.09,32.06
0.912153,-0.58,-26.52,-18.28,32.22
0.922754,-0.58,-26.43,-18.56,32.30
0.933437,-0.32,-26.23,-18.36,32.02
0.947144,-0.34,-26.38,-18.61,32.29
0.951845,-0.40,-26.38,-18.58,32.27
0.962953,-0.52,-26.27,-18.69,32.25
0.973330,-0.38,-26.36,-18.46,32.18
0.983211,-0.34,-26.45,-18.38,32.21
0.995238,-0.35,-26.60,-18.53,32.42
1.002680,-0.47,-26.61,-18.18,32.23
1.012972,-0.84,-26.68,-18.30,32.37
1.022971,-0.94,-26.59,-18.21,32.24
1.032033,-0.72,-26.61,-18.23,32.26
1.048362,-0.41,-26.74,-18.22,32.36
1.052691,-0.27,-26.62,-18.36,32.33
1.066478,-0.17,-26.78,-18.06,32.30
1.072108,-0.23,-26.61,-17.89,32.06
1.083518,-0.25,-26.77,-18.10,32.32
1.095322,-0.07,-26.89,-18.06,32.39
1.101951,-0.07,-26.89,-18.06,32.39
1.111689,-0.11,-26.81,-18.16,32.38
1.121816,-0.11,-26.90,-17.87,32.29
1.131691,-0.05,-26.94,-17.83,32.30
1.142142,-0.27,-26.83,-18.01,32.31
1.151799,-0.25,-26.84,-17.93,32.28
1.164103,-0.23,-26.73,-17.87,32.16
1.175659,-0.21,-26.70,-18.08,32.25
1.182682,0.17,-26.80,-18.14,32.36
1.191807,-0.01,-26.94,-17.92,32.36
1.202660,-0.15,-26.79,-17.89,32.21
1.212746,-0.35,-27.01,-17.89,32.39
1.223065,-0.24,-27.19,-18.11,32.68
1.232963,-0.12,-27.34,-18.13,32.81
1.244157,-0.02,-27.29,-18.03,32.71
1.252988,-0.24,-27.32,-17.96,32.69
1.264073,-0.79,-27.13,-17.91,32.52
1.273741,-0.69,-27.26,-18.04,32.70
1.282908,-0.51,-27.27,-18.17,32.77
1.303224,-0.53,-27.16,-18.25,32.73
1.306616,-0.33,-27.03,-18.02,32.49
1.328663,-0.39,-26.88,-18.04,32.38
1.331396,-0.47,-26.77,-18.10,32.32
1.333049,-0.43,-26.71,-17.93,32.18
1.343782,-0.39,-26.79,-18.18,32.38
1.352185,-0.29,-26.70,-18.24,32.34
1.362362,-0.29,-26.63,-18.38,32.36
1.371302,-0.01,-26.60,-18.32,32.30
1.382298,-0.01,-26.55,-18.41,32.31
1.402773,0.11,-26.53,-18.45,32.32
1.404581,0.23,-26.92,-18.52,32.68
1.421663,0.56,-26.91,-18.91,32.90
1.423209,0.82,-27.15,-18.57,32.90
1.434107,0.68,-27.20,-18.48,32.89
1.445480,0.50,-27.32,-18.40,32.94
1.452242,0.18,-27.45,-18.53,33.12
1.462246,-0.16,-27.44,-18.44,33.06
1.472008,-0.30,-27.26,-18.62,33.01
1.482869,-0.43,-27.10,-18.68,32.91
1.494214,-0.59,-27.10,-18.20,32.65
1.502024,-0.63,-26.85,-18.38,32.54
1.512566,-0.55,-26.76,-18.55,32.57
1.523170,-0.35,-26.75,-18.51,32.53
1.536683,-0.53,-26.68,-18.32,32.37
1.557770,-0.51,-26.67,-18.47,32.45
1.559352,-0.57,-27.01,-18.14,32.54
1.561793,-0.73,-27.24,-17.98,32.65
1.572792,-0.61,-27.23,-18.23,32.78
1.582277,-0.54,-27.50,-18.17,32.97
1.594122,-0.54,-27.59,-17.94,32.91
1.602357,-0.62,-27.37,-17.94,32.73
1.612223,-0.44,-27.26,-18.00,32.67
1.623467,-0.32,-27.28,-18.02,32.70
1.637810,-0.15,-27.09,-18.27,32.68
1.664000,-0.13,-26.69,-18.30,32.36
1.665785,-0.21,-26.62,-18.32,32.31
1.666364,-0.28,-26.38,-18.34,32.13
1.672083,-0.18,-26.42,-18.63,32.33
1.682876,-0.29,-26.57,-18.75,32.52
1.693606,-0.33,-26.72,-18.76,32.65
1.702324,-0.17,-26.75,-18.64,32.61
1.713372,-0.39,-26.86,-18.72,32.74
1.723482,-0.27,-27.01,-18.89,32.96
1.732840,-0.19,-27.08,-18.83,32.99
1.745654,-0.17,-27.15,-18.72,32.98
1.752758,-0.39,-27.00,-18.64,32.82
1.762082,-0.37,-27.11,-18.58,32.87
1.772847,-0.33,-27.00,-18.56,32.77
1.784503,-0.51,-26.95,-18.76,32.84
1.805917,-0.25,-27.03,-18.91,32.99
1.809227,-0.19,-27.06,-18.72,32.91
1.813917,-0.41,-27.26,-18.56,32.98
1.822706,-0.29,-27.09,-18.54,32.83
1.833309,-0.25,-26.89,-18.33,32.55
1.844237,-0.21,-26.85,-18.20,32.44
1.852928,-0.15,-26.96,-18.27,32.57
1.863013,-0.21,-26.83,-18.04,32.33
1.872715,-0.41,-26.63,-17.64,31.95
1.883513,-0.55,-26.61,-17.43,31.81
1.901516,-0.42,-26.22,-17.88,31.74
1.903512,-0.60,-26.29,-18.04,31.89
1.924396,-0.51,-26.55,-18.09,32.13
1.925875,-0.39,-26.61,-18.05,32.15
1.932749,-0.42,-26.46,-17.84,31.91
1.944194,-0.33,-26.57,-17.76,31.96
1.952754,-0.15,-26.52,-17.87,31.98
1.961822,0.05,-26.40,-18.16,32.04
1.973144,0.01,-26.66,-17.93,32.13
1.983002,-0.07,-26.66,-17.89,32.11
1.995631,-0.23,-26.96,-18.00,32.42
2.003364,-0.33,-26.83,-18.01,32.31
2.012819,-0.41,-26.79,-17.89,32.21
2.023538,-0.53,-26.81,-18.10,32.35
2.032929,-0.61,-26.86,-18.12,32.41
2.053533,-0.67,-26.93,-17.87,32.33
2.055279,-0.57,-27.00,-17.66,32.26
2.071334,-0.61,-26.89,-17.68,32.18
2.074113,-0.39,-26.47,-17.61,31.79
2.081721,-0.34,-26.38,-17.80,31.83
2.095306,-0.13,-26.57,-18.03,32.11
2.101546,-0.11,-26.59,-18.05,32.14
2.114647,-0.01,-26.47,-18.05,32.03
2.122275,-0.01,-26.38,-18.09,31.98
2.132361,-0.02,-26.31,-18.22,32.00
2.150920,0.16,-26.20,-18.24,31.93
2.153133,0.19,-26.31,-18.22,32.00
2.168973,0.13,-26.48,-17.95,31.99
2.172285,0.23,-26.35,-17.82,31.81
2.181867,0.10,-26.12,-17.84,31.63
2.195661,-0.01,-26.35,-17.82,31.81
2.203190,-0.24,-26.34,-18.07,31.94
2.213099,-0.32,-26.26,-17.90,31.78
2.222711,-0.42,-26.48,-17.90,31.96
2.232655,-0.45,-26.56,-17.80,31.98
2.247633,-0.62,-26.59,-18.22,32.24
2.252204,-0.88,-26.70,-18.34,32.40
2.273010,-0.51,-27.15,-18.08,32.63
2.275542,-0.38,-27.22,-17.83,32.54
2.282280,-0.04,-27.45,-17.86,32.74
2.294703,0.16,-27.58,-17.85,32.85
2.303831,-0.18,-27.60,-17.62,32.75
2.312836,-0.30,-27.46,-17.70,32.67
2.321871,-0.18,-27.25,-17.32,32.29
2.333610,-0.14,-27.13,-17.46,32.26
2.343930,-0.59,-26.96,-17.56,32.18
2.352882,-0.55,-26.74,-17.60,32.02
2.361956,-0.39,-26.54,-17.51,31.80
2.372153,-0.52,-26.48,-17.49,31.74
2.382897,-0.07,-26.42,-17.68,31.79
2.398334,0.01,-26.49,-17.62,31.82
2.402242,0.13,-26.44,-17.78,31.86
2.412210,0.25,-26.46,-17.62,31.79
2.422927,0.47,-26.39,-17.50,31.67
2.433001,0.41,-26.41,-17.76,31.83
2.444683,0.09,-26.52,-17.91,32.00
2.451902,-0.20,-26.32,-18.13,31.96
2.462548,-0.22,-26.16,-18.29,31.92
2.472283,-0.46,-26.25,-18.29,31.99
2.483043,-0.66,-26.37,-18.15,32.02
2.502733,-0.98,-26.35,-18.35,32.12
2.504244,-0.86,-26.31,-18.66,32.26
2.517136,-0.92,-26.61,-18.52,32.43
2.522653,-0.88,-26.59,-18.21,32.24
2.532600,-0.63,-26.93,-17.97,32.38
2.545177,-0.51,-27.22,-17.61,32.42
2.552907,-0.35,-26.91,-17.77,32.25
2.562126,-0.41,-26.90,-18.02,32.38
2.572394,-0.13,-27.04,-17.73,32.34
2.583062,-0.18,-27.09,-17.28,32.13
2.594652,-0.15,-26.89,-17.40,32.03
2.602550,-0.15,-26.93,-17.56,32.15
2.613317,-0.07,-26.86,-17.64,32.13
2.625577,-0.25,-26.87,-17.66,32.16
2.631755,-0.21,-26.84,-17.56,32.07
2.660281,0.07,-26.83,-17.29,31.92
2.662735,-0.13,-26.58,-17.60,31.88
2.663674,-0.35,-26.61,-17.95,32.10
2.672091,-0.52,-26.47,-17.86,31.94
2.687196,-0.52,-26.47,-17.80,31.90
2.694277,-0.66,-26.44,-17.84,31.90
2.702134,-0.64,-26.46,-18.09,32.06
2.712188,-0.84,-26.50,-18.32,32.23
2.722084,-0.94,-26.45,-18.69,32.40
2.734932,-0.80,-26.45,-18.38,32.22
2.756949,-0.54,-26.34,-18.50,32.19
2.758411,-0.54,-26.31,-18.50,32.16
2.762647,-0.30,-26.13,-18.64,32.10
2.771981,-0.08,-26.24,-18.65,32.20
2.782777,-0.38,-26.09,-18.50,31.99
2.794537,0.02,-26.15,-18.36,31.95
2.802893,-0.12,-26.32,-18.23,32.02
2.812974,-0.06,-26.27,-18.46,32.11
2.822738,-0.09,-26.41,-18.03,31.98
2.833277,0.13,-26.47,-17.97,31.99
2.853213,-0.31,-26.60,-17.74,31.97
2.855533,-0.64,-26.36,-17.63,31.72
2.875585,-0.52,-26.38,-17.65,31.74
2.876725,-0.74,-26.43,-17.71,31.82
2.882926,-0.74,-26.38,-17.67,31.75
2.892078,-0.68,-26.45,-17.55,31.75
2.903719,-0.46,-26.38,-17.72,31.78
2.912034,-0.52,-26.45,-17.74,31.86
2.923078,-0.27,-26.62,-17.93,32.10
2.933821,-0.19,-26.68,-18.10,32.25
2.945109,-0.15,-26.68,-18.01,32.19
2.953802,-0.09,-26.62,-17.66,31.95
2.964431,0.17,-26.48,-17.68,31.84
2.972210,-0.07,-26.57,-17.68,31.91
2.983299,-0.15,-26.81,-17.83,32.20
2.994070,-0.27,-26.79,-18.04,32.30
3.003231,-0.40,-26.46,-18.07,32.05
3.012173,-0.54,-26.27,-17.90,31.80
3.022967,-0.52,-26.26,-17.98,31.83
3.032271,-0.56,-26.49,-18.44,32.28
3.044977,-0.84,-26.30,-18.44,32.13
3.053546,-0.70,-26.47,-18.67,32.40
3.062149,-0.96,-26.10,-18.57,32.04
3.075154,-1.07,-26.00,-18.34,31.84
3.083381,-1.02,-26.09,-18.00,31.71
3.098753,-0.64,-26.28,-18.02,31.87
3.103351,-0.56,-26.42,-17.99,31.97
3.114036,-0.56,-26.55,-17.82,31.98
3.121607,-0.39,-27.02,-17.73,32.32
3.131361,-0.67,-26.98,-17.68,32.26
3.143261,-0.73,-27.15,-17.81,32.47
3.152749,-0.44,-27.46,-18.03,32.86
3.163279,-0.36,-27.76,-18.30,33.25
3.171873,-0.70,-27.69,-18.54,33.33
3.182478,-0.68,-27.58,-18.60,33.27
3.191719,-0.88,-27.58,-18.64,33.30
3.202833,-0.82,-27.49,-18.64,33.22
3.214389,-0.54,-27.40,-18.37,32.99
3.222168,-0.26,-27.38,-18.25,32.90
3.231970,-0.41,-27.06,-17.96,32.48
3.244440,-0.37,-26.88,-17.91,32.30
3.253662,-0.37,-27.00,-17.67,32.27
3.263696,-0.53,-26.98,-17.75,32.30
3.273572,-0.31,-26.69,-17.81,32.09
3.283760,-0.25,-26.58,-17.76,31.97
3.305798,-0.39,-26.59,-18.03,32.13
3.307776,-0.56,-26.55,-18.09,32.13
3.318251,-0.59,-26.78,-18.32,32.45
3.322790,-0.65,-26.63,-18.30,32.32
3.332379,-0.76,-26.54,-18.50,32.36
3.351928,-0.45,-26.65,-18.18,32.26
3.353449,-0.45,-26.79,-18.10,32.34
3.361536,-0.47,-26.99,-18.26,32.59
3.377595,0.07,-26.87,-18.02,32.35
3.383515,0.05,-27.01,-17.94,32.43
3.395889,-0.15,-26.73,-17.72,32.07
3.403293,-0.03,-26.97,-17.56,32.18
3.412170,0.26,-27.15,-17.36,32.22
3.423405,-0.04,-27.13,-17.57,32.32
3.433517,-0.05,-26.94,-17.38,32.06
3.444699,-0.19,-26.85,-17.25,31.91
3.453285,-0.61,-26.82,-17.23,31.89
3.465715,-0.53,-26.71,-17.22,31.79
3.472691,-0.27,-26.98,-17.38,32.09
3.482803,-0.23,-26.86,-17.62,32.12
3.495442,-0.45,-26.75,-17.79,32.13
3.503384,-0.33,-26.77,-17.91,32.21
3.512185,-0.11,-26.89,-18.16,32.44
3.523208,-0.01,-27.02,-18.29,32.63
3.532812,-0.11,-27.09,-18.39,32.74
3.545545,-0.18,-27.26,-18.46,32.92
3.553528,-0.18,-27.29,-18.36,32.90
3.565229,-0.62,-27.36,-18.17,32.85
3.572848,-0.42,-27.35,-17.88,32.68
3.585372,-0.43,-27.13,-17.61,32.35
3.609508,-0.81,-27.20,-17.21,32.20
3.610866,-1.05,-26.98,-17.18,32.00
3.612221,-0.83,-27.06,-17.29,32.12
3.623151,-0.69,-27.06,-17.19,32.07
3.631932,-0.55,-26.88,-17.19,31.91
3.645415,-0.25,-26.81,-17.23,31.87
3.652146,-0.39,-26.76,-17.33,31.88
3.662342,-0.41,-26.87,-17.54,32.09
3.672571,-0.05,-26.80,-17.66,32.10
3.684288,0.29,-26.85,-17.73,32.17
3.700598,0.27,-26.86,-17.71,32.18
3.706222,0.39,-26.54,-17.87,32.00
3.714401,0.27,-26.49,-18.08,32.07
3.723186,0.39,-26.46,-18.16,32.09
3.733067,0.53,-26.43,-18.39,32.20
3.744190,0.79,-26.32,-18.35,32.10
3.753374,0.46,-26.00,-18.71,32.03
3.762734,0.36,-26.05,-18.63,32.03
3.772697,0.22,-25.95,-18.58,31.92
3.783337,0.06,-25.88,-18.52,31.82
3.795362,0.02,-25.91,-18.52,31.85
3.802668,-0.08,-25.96,-18.25,31.73
3.818763,0.04,-25.98,-18.13,31.68
3.823253,-0.32,-26.11,-17.94,31.68
3.836051,-0.26,-26.33,-17.61,31.67
3.842275,-0.54,-25.94,-17.63,31.37
3.852140,-0.42,-26.05,-17.75,31.53
3.863072,-0.28,-26.24,-17.78,31.70
3.872100,-0.16,-26.34,-17.53,31.64
3.883155,-0.20,-26.13,-17.61,31.51
3.895161,-0.26,-26.11,-17.69,31.54
3.903083,-0.08,-25.95,-17.69,31.40
3.912291,0.12,-26.16,-17.94,31.71
3.923013,0.47,-26.43,-17.79,31.87
3.933578,0.69,-26.37,-17.37,31.58
3.949424,0.57,-26.26,-17.35,31.48
3.953179,0.45,-26.33,-17.47,31.60
3.961756,0.57,-26.54,-17.77,31.95
3.973554,0.49,-26.52,-17.75,31.92
3.982767,0.45,-26.56,-17.79,31.97
3.994199,0.55,-26.46,-17.52,31.74
4.002832,0.25,-26.29,-17.49,31.58
4.013377,-0.10,-26.16,-17.57,31.51
4.023179,0.09,-26.27,-17.35,31.48
4.035843,0.08,-26.14,-17.16,31.27
4.043582,0.00,-26.09,-16.81,31.04
4.052721,-0.02,-26.20,-16.87,31.16
4.062032,0.21,-26.23,-16.99,31.25
4.072012,-0.16,-26.13,-17.57,31.48
4.083599,-0.02,-26.13,-17.53,31.46
4.094867,0.04,-26.15,-17.88,31.68
4.104258,-0.16,-26.19,-18.01,31.79
4.113504,-0.20,-26.01,-17.92,31.58
4.123573,-0.26,-25.87,-18.31,31.69
4.132893,-0.35,-25.61,-18.20,31.42
4.144584,-0.61,-25.55,-18.28,31.42
4.152332,-0.55,-25.45,-17.68,30.99
4.166714,-0.62,-25.93,-17.89,31.50
4.173052,-0.76,-26.14,-17.94,31.72
4.184709,-0.62,-26.14,-17.77,31.61
4.204627,-0.48,-26.49,-17.90,31.98
4.205894,-0.45,-26.78,-17.77,32.15
4.214851,-0.39,-26.93,-17.91,32.35
4.223043,-0.35,-27.06,-17.75,32.36
4.233208,-0.43,-27.17,-17.87,32.52
4.245240,-0.39,-26.69,-17.66,32.01
4.251678,-0.39,-26.69,-17.52,31.93
4.263369,-0.49,-26.56,-17.43,31.77
4.273011,-0.47,-26.80,-17.54,32.03
4.283909,-0.33,-26.74,-17.46,31.94
4.297748,-0.31,-26.57,-17.31,31.72
4.302714,-0.19,-26.56,-17.43,31.77
4.312731,0.03,-26.64,-17.58,31.92
4.322966,-0.01,-26.89,-17.36,32.01
4.332279,-0.01,-26.79,-17.21,31.84
4.344438,-0.03,-27.00,-17.32,32.08
4.352886,0.01,-26.83,-17.32,31.94
4.362941,-0.29,-26.79,-17.37,31.93
4.372708,-0.39,-27.10,-17.27,32.14
4.387731,-0.63,-27.01,-17.33,32.09
4.394771,-0.73,-26.91,-17.29,32.00
4.402920,-0.53,-26.75,-17.76,32.11
4.411985,-0.63,-26.96,-17.81,32.32
4.423007,-0.65,-26.99,-18.02,32.46
4.436085,-0.73,-26.85,-17.72,32.18
4.458237,-0.45,-26.74,-17.70,32.07
4.459759,-0.33,-26.46,-17.82,31.90
4.462266,-0.29,-26.49,-17.82,31.93
4.472203,-0.07,-26.73,-17.73,32.08
4.483547,-0.23,-26.80,-17.71,32.13
4.491991,-0.03,-26.62,-17.48,31.85
4.502612,0.09,-26.46,-17.64,31.80
4.512300,0.05,-26.30,-17.99,31.87
4.522837,-0.03,-26.35,-17.91,31.87
4.536149,0.05,-26.56,-18.07,32.12
4.555029,0.15,-26.43,-17.97,31.96
4.556529,-0.06,-26.26,-18.01,31.85
4.565479,-0.05,-26.33,-17.82,31.79
4.572290,-0.14,-26.32,-18.07,31.93
4.582346,-0.30,-26.30,-18.05,31.90
4.594953,-0.44,-26.52,-18.19,32.16
4.602873,-0.53,-26.74,-18.38,32.45
4.612334,-0.65,-26.72,-18.13,32.29
4.623507,-0.59,-26.90,-18.36,32.57
4.632902,-0.57,-26.89,-18.39,32.58
4.644548,-0.45,-26.65,-18.38,32.38
4.653146,-0.39,-26.65,-18.34,32.35
4.668661,-0.43,-26.88,-18.12,32.42
4.672689,-0.37,-26.78,-17.79,32.16
4.685144,-0.18,-26.31,-17.70,31.71
4.697254,-0.12,-26.21,-17.88,31.72
4.702890,-0.22,-26.33,-17.61,31.67
4.712181,-0.34,-26.34,-17.43,31.59
4.722258,-0.49,-26.61,-17.62,31.92
4.732759,-0.48,-26.47,-17.64,31.82
4.745068,-0.20,-26.24,-17.67,31.63
4.752263,-0.28,-26.09,-17.88,31.63
4.762633,-0.36,-26.38,-17.86,31.86
4.772880,-0.35,-26.51,-17.76,31.91
4.786019,-0.36,-26.26,-17.94,31.80
4.804589,-0.46,-26.48,-18.03,32.04
4.805916,-0.36,-26.33,-18.07,31.94
4.815342,-0.60,-26.50,-18.11,32.10
4.823258,-0.66,-26.49,-17.94,32.00
4.832072,-0.53,-26.56,-17.72,31.94
4.844849,-0.47,-26.63,-17.62,31.94
4.852122,-0.60,-26.49,-17.65,31.83
4.861787,-0.47,-26.54,-17.66,31.89
4.872926,-0.30,-26.39,-17.88,31.87
4.886074,-0.40,-26.44,-17.92,31.94
4.906750,-0.03,-26.39,-17.76,31.81
4.908240,-0.18,-26.35,-17.84,31.82
4.913117,-0.22,-26.08,-17.98,31.68
4.922377,-0.34,-25.97,-18.14,31.68
4.933125,-0.16,-26.25,-18.21,31.95
4.945190,-0.22,-26.34,-18.13,31.98
4.952307,-0.44,-26.28,-18.02,31.86
4.962248,-0.44,-26.31,-17.88,31.81
4.971689,-0.68,-26.40,-18.05,31.99
4.982543,-0.76,-26.39,-18.17,32.05
5.002635,-0.57,-26.61,-18.30,32.30
5.004296,-0.47,-26.61,-18.36,32.34
5.026626,-0.78,-26.54,-18.44,32.33
5.028425,-0.78,-26.44,-18.25,32.14
5.031982,-0.82,-26.61,-18.19,32.24
5.044441,-0.82,-26.51,-18.19,32.16
5.053684,-0.74,-26.62,-18.13,32.22
5.061602,-0.67,-26.92,-18.22,32.51
5.072359,-0.59,-26.99,-18.20,32.56
5.082627,-0.63,-27.15,-18.12,32.65
5.092189,-0.59,-27.09,-17.91,32.48
5.103085,-0.48,-27.28,-18.10,32.74
5.112095,-0.08,-27.18,-18.04,32.62
5.123787,-0.02,-27.24,-18.27,32.80
5.133083,-0.31,-27.17,-18.52,32.88
5.144605,-0.13,-27.13,-18.43,32.80
5.153402,-0.21,-27.06,-18.37,32.70
5.162872,-0.21,-27.09,-18.19,32.63
5.174712,-0.26,-27.25,-18.21,32.78
5.182948,-0.33,-27.14,-18.17,32.67
5.194220,-0.55,-26.95,-18.01,32.42
5.203667,-0.15,-26.93,-17.75,32.26
5.212643,0.27,-26.52,-17.64,31.85
5.223541,0.09,-26.42,-17.74,31.83
5.233420,0.05,-26.64,-17.54,31.89
5.245360,-0.03,-26.52,-17.81,31.94
5.253736,0.19,-26.54,-17.83,31.97
5.262116,0.15,-26.52,-17.95,32.02
5.272969,0.27,-26.71,-18.06,32.24
5.282928,-0.09,-26.72,-18.08,32.27
5.295775,-0.17,-27.01,-18.10,32.52
5.303078,-0.15,-26.95,-17.89,32.35
5.312397,-0.25,-26.79,-18.08,32.33
5.323304,-0.33,-26.86,-17.97,32.32
5.331639,-0.29,-26.64,-17.97,32.14
5.353021,-0.31,-26.66,-17.81,32.06
5.354852,-0.28,-26.39,-17.99,31.94
5.374274,-0.17,-26.43,-18.05,32.00
5.375911,-0.40,-26.26,-18.13,31.92
5.382866,-0.38,-26.23,-18.31,31.99
5.393964,-0.46,-26.19,-18.13,31.86
5.402273,-0.34,-26.24,-17.88,31.75
5.411917,-0.22,-26.27,-18.17,31.94
5.422625,0.13,-26.27,-18.03,31.86
5.432714,0.21,-26.58,-17.93,32.06
5.451998,0.17,-26.62,-17.64,31.94
5.454042,0.45,-26.74,-17.56,31.99
5.463098,0.39,-26.84,-17.44,32.01
5.472070,0.47,-26.79,-17.65,32.09
5.488950,0.35,-26.59,-17.87,32.04
5.492880,0.33,-26.57,-17.48,31.81
5.503883,-0.03,-26.49,-17.60,31.81
5.512957,-0.28,-26.31,-17.70,31.71
5.523666,-0.20,-26.35,-17.80,31.80
5.532856,-0.42,-26.42,-18.01,31.98
5.553001,-0.40,-26.28,-18.31,32.03
5.554747,-0.29,-26.54,-18.34,32.26
5.572341,-0.09,-26.42,-18.28,32.13
5.574563,-0.40,-26.42,-18.42,32.21
5.582538,-0.47,-26.58,-18.57,32.43
5.594468,-0.17,-26.68,-18.51,32.47
5.602704,-0.37,-26.75,-18.63,32.60
5.612203,-0.31,-26.63,-18.14,32.22
5.623086,-0.21,-26.66,-17.78,32.04
5.632705,-0.23,-26.60,-17.66,31.93
5.651823,-0.43,-26.78,-17.79,32.16
5.653835,-0.29,-26.80,-17.68,32.11
5.671441,0.01,-26.58,-17.54,31.85
5.673809,-0.25,-26.42,-17.80,31.86
5.682676,-0.18,-26.23,-17.39,31.47
5.695033,-0.44,-26.21,-17.51,31.53
5.702010,-0.52,-26.25,-17.49,31.55
5.712568,-0.60,-26.04,-17.48,31.37
5.723075,-0.60,-26.30,-17.44,31.56
5.732365,-0.48,-26.20,-17.65,31.59
5.744971,-0.74,-26.30,-17.57,31.64
5.752907,-0.70,-26.48,-17.26,31.61
5.763127,-0.82,-26.55,-17.51,31.82
5.772792,-0.45,-26.66,-17.39,31.84
5.786159,-0.53,-26.63,-17.68,31.97
5.803174,-0.55,-26.78,-17.62,32.06
5.804577,-0.57,-26.67,-17.64,31.98
5.814234,-0.88,-26.63,-17.51,31.88
5.822139,-0.92,-26.68,-17.68,32.02
5.832041,-1.10,-26.75,-17.43,31.95
5.844699,-0.99,-26.75,-17.33,31.89
