time,Bx,By,Bz,BT
14.549057,0.05,31.13,-16.65,35.30
14.552521,0.01,31.04,-16.71,35.25
14.561717,-0.02,31.14,-16.96,35.46
14.567675,-0.01,31.00,-16.78,35.25
14.577656,0.04,31.22,-16.69,35.40
14.588417,0.23,31.20,-16.71,35.39
14.597009,0.12,31.26,-17.08,35.63
14.607713,0.29,31.25,-17.04,35.59
14.617930,0.09,31.16,-17.04,35.51
14.630345,0.17,31.09,-16.73,35.30
14.659673,0.09,30.90,-16.47,35.01
14.661694,-0.07,31.00,-16.63,35.18
14.662657,-0.15,30.77,-16.51,34.92
14.666908,-0.23,30.66,-16.53,34.83
14.677721,-0.15,30.70,-16.55,34.87
14.688706,-0.29,30.61,-16.64,34.84
14.697442,-0.11,30.65,-16.86,34.98
14.707493,-0.33,30.82,-17.04,35.21
14.717872,-0.38,31.16,-16.94,35.48
14.730014,-0.28,31.22,-16.91,35.50
14.748617,-0.10,31.32,-17.06,35.67
14.751113,-0.06,31.64,-16.74,35.79
14.758481,0.10,31.38,-16.67,35.54
14.767228,0.33,31.28,-16.48,35.35
14.776689,0.35,31.26,-16.44,35.32
14.789213,0.13,31.02,-16.40,35.09
14.797198,0.25,31.04,-16.61,35.20
14.807294,0.21,31.02,-16.49,35.13
14.817566,0.21,30.89,-16.45,35.00
14.827942,0.21,30.71,-16.37,34.81
14.849532,0.05,30.79,-16.39,34.88
14.851811,-0.01,30.97,-16.57,35.12
14.857985,-0.20,31.17,-16.52,35.28
14.868007,0.04,31.30,-16.52,35.39
14.876424,0.12,31.24,-16.36,35.27
14.887870,-0.22,31.16,-16.40,35.21
14.896994,-0.40,31.30,-16.42,35.35
14.907737,-0.32,31.41,-16.58,35.52
14.917222,-0.36,31.52,-16.60,35.63
14.928279,-0.28,31.57,-16.58,35.66
14.938949,-0.20,31.37,-16.56,35.47
14.948517,-0.18,31.39,-16.44,35.44
14.960092,-0.14,31.21,-16.58,35.34
14.968893,0.27,31.20,-16.57,35.33
14.982724,0.55,31.06,-16.41,35.13
15.001250,0.29,31.13,-16.67,35.31
15.003080,0.47,31.11,-16.61,35.27
15.007673,0.59,31.00,-16.53,35.13
15.017537,0.57,30.80,-16.41,34.90
15.026789,0.72,30.70,-16.64,34.93
15.038415,0.67,30.79,-16.74,35.05
15.048095,0.77,30.88,-16.60,35.07
15.057716,0.55,30.94,-16.72,35.17
15.067842,0.49,30.95,-16.35,35.01
15.080122,0.41,30.72,-16.18,34.72
15.087510,0.07,30.90,-16.18,34.88
15.097846,0.21,31.04,-16.32,35.07
15.107678,0.29,31.24,-16.26,35.23
15.117115,0.16,31.27,-16.15,35.19
15.128185,-0.03,31.12,-16.52,35.23
15.139011,-0.10,31.24,-16.65,35.40
15.147070,0.11,31.14,-16.88,35.42
15.156875,-0.12,31.47,-17.01,35.77
15.167186,0.00,31.35,-17.22,35.77
15.177215,-0.12,31.28,-17.20,35.70
15.188819,-0.52,31.22,-17.22,35.65
15.198133,-0.36,31.29,-17.24,35.72
15.208250,-0.44,31.40,-17.12,35.77
15.217285,-0.38,31.18,-17.16,35.59
15.229837,-0.30,31.16,-17.22,35.60
15.246526,-0.13,31.01,-17.21,35.47
15.248144,-0.12,31.16,-16.96,35.48
15.258071,-0.10,31.27,-16.94,35.57
15.268465,-0.02,31.14,-16.94,35.45
15.277063,-0.05,30.87,-17.07,35.27
15.289929,0.17,30.90,-17.15,35.34
15.298036,0.25,31.17,-17.02,35.52
15.307694,0.29,31.13,-16.71,35.33
15.317642,0.34,31.32,-16.83,35.56
15.327062,0.37,31.04,-17.03,35.41
15.358602,0.27,30.92,-16.97,35.27
15.359570,0.57,30.88,-16.84,35.18
15.359997,0.41,31.03,-16.84,35.31
15.366829,0.35,30.87,-16.62,35.06
15.376638,0.19,30.67,-16.64,34.90
15.386988,-0.03,30.69,-16.57,34.88
15.397596,0.11,30.53,-16.48,34.70
15.406533,0.28,30.48,-16.29,34.56
15.416779,0.16,30.40,-16.54,34.61
15.426888,-0.08,30.22,-16.64,34.50
15.441981,0.10,30.05,-16.55,34.31
15.446575,-0.06,29.96,-16.79,34.34
15.456764,-0.20,29.74,-16.88,34.20
15.467915,-0.18,29.81,-17.06,34.34
15.477651,-0.22,29.67,-16.96,34.17
15.489382,-0.46,29.73,-16.92,34.21
15.497935,-0.16,29.91,-16.79,34.30
15.507773,-0.00,30.29,-16.71,34.59
15.518271,0.09,30.51,-16.58,34.72
15.527672,0.27,30.62,-16.43,34.75
15.539632,0.57,30.91,-16.41,35.00
15.548479,0.63,30.91,-16.45,35.02
15.556921,0.55,31.02,-16.37,35.08
15.567739,0.35,31.15,-16.24,35.13
15.580034,0.33,31.26,-16.26,35.24
15.597600,0.35,31.31,-16.42,35.36
15.599278,0.06,31.33,-16.50,35.41
15.609448,-0.14,31.39,-16.50,35.46
15.617017,-0.46,31.40,-16.41,35.43
15.626914,-0.46,31.18,-16.27,35.17
15.639354,-0.46,31.01,-16.50,35.13
15.647296,-0.35,30.88,-16.77,35.14
15.656764,-0.23,30.77,-16.74,35.03
15.667493,-0.63,30.66,-16.73,34.93
15.678075,-0.55,30.61,-16.74,34.89
15.696556,-0.25,30.70,-16.65,34.92
15.698628,-0.07,30.82,-16.70,35.06
15.707466,-0.13,30.91,-16.65,35.11
15.717086,-0.30,31.24,-16.81,35.48
15.727864,-0.20,31.28,-16.81,35.51
15.739929,-0.14,31.20,-17.02,35.54
15.747497,0.14,31.25,-16.98,35.56
15.757590,0.19,31.12,-16.98,35.45
15.768650,-0.34,31.01,-17.10,35.42
15.778782,-0.25,30.78,-17.01,35.17
15.796932,-0.21,30.88,-17.42,35.46
15.798920,-0.05,30.81,-17.23,35.30
15.817746,-0.03,30.95,-17.15,35.39
15.819676,-0.46,31.09,-16.89,35.39
15.827530,-0.28,31.15,-16.87,35.42
15.839236,-0.16,31.20,-16.75,35.41
15.847243,0.41,31.25,-16.77,35.47
15.857100,0.34,31.33,-16.50,35.41
15.867328,0.29,31.11,-16.44,35.19
15.877024,0.47,31.00,-16.41,35.08
15.889455,0.47,31.05,-16.51,35.17
15.897309,0.47,30.92,-16.68,35.14
15.907580,0.41,30.92,-16.72,35.16
15.917252,0.23,30.92,-16.78,35.18
15.930258,-0.11,30.99,-16.65,35.18
15.948705,-0.30,31.07,-16.92,35.38
15.950577,-0.06,31.23,-16.98,35.55
15.963533,-0.28,31.40,-16.81,35.62
15.967272,-0.38,31.23,-16.67,35.40
15.976792,-0.18,31.39,-16.39,35.41
15.988915,-0.34,31.25,-16.40,35.29
15.997190,-0.43,30.94,-16.24,34.95
16.007392,-0.30,31.16,-16.15,35.10
16.017618,-0.04,31.27,-16.17,35.20
16.029578,-0.10,31.44,-15.96,35.26
16.046479,0.12,31.27,-16.26,35.24
16.047769,0.29,31.21,-16.01,35.08
16.058319,0.11,31.07,-15.95,34.93
16.067301,-0.01,31.18,-16.03,35.06
16.078717,0.08,31.49,-16.23,35.42
16.089625,0.25,31.17,-16.32,35.19
16.096944,0.13,30.84,-16.33,34.90
16.107185,0.13,30.62,-16.37,34.72
16.117790,-0.01,30.81,-16.32,34.86
16.127636,-0.15,30.88,-16.45,34.99
16.147716,0.01,30.94,-16.94,35.27
16.150076,0.23,30.70,-17.05,35.12
16.166227,0.23,30.79,-17.09,35.21
16.167820,0.01,30.77,-17.11,35.21
16.178059,0.17,30.88,-17.09,35.29
16.188916,0.13,31.03,-17.11,35.43
16.197872,-0.11,30.98,-17.11,35.39
16.207203,0.23,31.15,-17.25,35.61
16.218230,0.13,31.06,-17.07,35.45
16.228110,0.14,31.21,-16.96,35.52
16.238299,0.17,31.20,-16.81,35.44
16.248213,0.15,30.99,-16.92,35.31
16.258714,0.07,31.06,-16.65,35.24
16.268329,-0.01,31.05,-16.80,35.31
16.280722,0.25,30.94,-16.78,35.20
16.304832,-0.01,30.83,-16.90,35.16
16.306415,-0.13,30.95,-16.69,35.16
16.307571,-0.29,30.80,-16.74,35.06
16.317275,-0.33,30.75,-16.88,35.08
16.327936,-0.37,30.76,-17.09,35.19
16.338220,-0.47,30.75,-17.42,35.35
16.347262,-0.45,30.56,-17.07,35.01
16.358313,-0.53,30.73,-17.05,35.15
16.367835,-0.65,30.80,-16.90,35.14
16.378341,-0.61,30.78,-17.02,35.18
16.395616,-0.38,31.13,-16.92,35.43
16.398271,-0.34,31.44,-16.89,35.69
16.412633,-0.36,31.65,-16.68,35.77
16.416782,-0.33,31.77,-16.59,35.84
16.426705,-0.43,31.95,-16.76,36.09
16.438412,-0.37,31.90,-16.86,36.08
16.447534,-0.23,31.81,-16.72,35.94
16.457968,-0.17,31.82,-16.78,35.98
16.467414,-0.16,31.64,-16.83,35.84
16.478058,-0.02,31.29,-17.00,35.61
16.489525,0.04,31.28,-17.14,35.67
16.497817,0.02,31.34,-17.12,35.71
16.507448,0.02,31.30,-17.08,35.66
16.517951,0.04,31.28,-17.04,35.62
16.528030,0.25,31.15,-17.31,35.63
16.543513,0.25,31.21,-17.17,35.62
16.552586,0.17,31.10,-17.02,35.45
16.558943,-0.06,31.22,-16.77,35.44
16.567797,0.13,31.13,-16.77,35.35
16.577080,0.15,30.98,-16.69,35.19
16.589336,0.37,31.09,-16.80,35.34
16.598132,0.35,31.07,-16.74,35.30
16.607190,0.37,31.25,-16.77,35.47
16.617786,0.49,31.17,-16.94,35.48
16.633813,0.22,31.25,-17.04,35.59
16.636706,0.05,31.03,-17.23,35.49
16.648517,-0.07,31.10,-17.08,35.48
16.658032,-0.18,31.07,-17.17,35.50
16.668214,-0.32,31.01,-17.12,35.43
16.680638,-0.70,31.04,-16.96,35.38
16.699685,-0.75,30.79,-16.73,35.05
16.701558,-0.65,30.83,-16.77,35.10
16.707519,-0.43,30.71,-16.84,35.03
16.717539,-0.19,30.80,-16.74,35.06
16.736349,-0.29,30.88,-16.75,35.13
16.738656,-0.29,30.91,-17.02,35.28
16.747576,-0.23,30.89,-16.96,35.24
16.757306,0.17,30.75,-17.26,35.26
16.767899,-0.03,31.04,-17.35,35.56
16.780367,0.05,31.03,-17.23,35.49
16.799170,-0.05,31.03,-17.27,35.51
16.801219,-0.05,31.03,-17.13,35.44
16.811514,-0.07,30.88,-17.34,35.42
16.817483,-0.09,30.87,-17.13,35.30
16.827102,-0.11,30.94,-17.15,35.37
16.838971,-0.17,30.94,-16.98,35.29
16.847062,-0.01,30.84,-16.80,35.11
16.857273,-0.25,30.89,-16.94,35.23
16.868262,-0.01,31.15,-16.81,35.39
16.877840,0.03,30.96,-17.03,35.33
16.888580,-0.13,31.03,-17.00,35.38
16.897501,0.05,30.87,-17.03,35.25
16.907532,0.15,30.64,-17.07,35.08
16.917780,0.19,30.79,-17.19,35.26
16.930682,0.09,30.95,-17.48,35.54
16.950302,0.23,30.94,-17.48,35.54
16.952821,-0.19,30.58,-17.50,35.24
16.957280,-0.19,30.89,-17.54,35.53
16.967341,0.03,30.91,-17.48,35.51
16.977439,-0.40,31.02,-17.54,35.64
16.989183,-0.62,30.99,-17.39,35.54
16.997046,-0.50,30.98,-17.17,35.42
17.007506,-0.59,30.82,-17.11,35.26
17.017415,-0.55,30.82,-17.02,35.21
17.028001,-0.33,30.97,-16.86,35.26
17.052010,-0.35,30.86,-16.78,35.13
17.054287,-0.33,30.70,-16.47,34.84
17.057356,-0.01,30.96,-16.28,34.98
17.067645,0.11,30.93,-16.39,35.01
17.078242,0.15,30.89,-16.49,35.02
17.088810,0.33,30.82,-16.37,34.90
17.097869,0.09,30.64,-16.37,34.74
17.107597,0.05,30.77,-16.33,34.84
17.122202,-0.09,30.74,-16.39,34.83
17.127242,-0.11,30.93,-16.65,35.13
17.141032,-0.45,30.72,-16.69,34.96
17.147674,-0.62,31.01,-16.67,35.21
17.156854,-0.86,31.02,-16.54,35.16
17.167848,-0.82,31.02,-16.54,35.16
17.177732,-0.80,31.13,-16.35,35.17
17.189259,-0.74,31.01,-16.54,35.16
17.198423,-0.58,31.34,-16.56,35.45
17.207745,-0.44,30.99,-16.71,35.21
17.218092,0.01,30.84,-16.61,35.03
17.228691,0.27,30.68,-16.45,34.81
17.239152,0.31,30.71,-16.62,34.92
17.248677,-0.09,30.69,-16.70,34.94
17.257905,0.09,30.58,-16.89,34.93
17.268429,0.13,30.78,-16.74,35.04
17.278743,0.23,30.60,-16.78,34.89
17.293140,0.33,30.86,-16.45,34.97
17.297780,0.15,30.93,-16.70,35.15
17.309300,0.09,30.98,-16.74,35.22
17.318342,0.03,30.93,-16.76,35.18
17.327636,0.41,31.05,-16.57,35.20
17.338731,0.33,31.25,-16.65,35.41
17.347509,0.35,31.20,-16.59,35.34
17.357216,0.19,31.13,-16.34,35.16
17.367907,-0.04,31.24,-16.50,35.33
17.380930,0.37,31.21,-16.36,35.23
17.404586,0.19,31.15,-16.49,35.25
17.405870,0.21,31.04,-16.67,35.23
17.407975,0.09,31.05,-16.75,35.28
17.417804,0.09,30.84,-16.70,35.07
17.428998,0.15,30.72,-16.89,35.06
17.438665,0.11,30.79,-17.01,35.18
17.448051,0.13,30.83,-16.86,35.14
17.458088,-0.21,30.91,-16.69,35.13
17.468523,-0.07,30.87,-16.69,35.10
17.478032,-0.09,31.11,-16.65,35.29
17.487451,-0.18,31.09,-16.77,35.33
17.498372,-0.22,31.13,-16.85,35.40
17.511807,-0.24,31.06,-16.83,35.32
17.517924,-0.11,31.07,-16.81,35.33
17.527693,-0.15,30.85,-16.90,35.18
17.539581,-0.07,30.99,-17.07,35.39
17.548713,-0.07,31.03,-16.94,35.36
17.558679,-0.15,30.80,-16.82,35.09
17.569154,-0.07,30.87,-16.80,35.15
17.578688,-0.01,31.11,-16.55,35.24
17.591933,-0.05,31.15,-16.52,35.26
17.597805,-0.05,30.90,-16.41,34.99
17.608008,0.03,31.03,-16.42,35.10
17.618310,0.03,30.84,-16.41,34.94
17.628691,0.11,30.66,-16.43,34.78
17.647138,0.11,30.73,-16.39,34.83
17.648404,0.11,30.68,-16.53,34.84
17.667167,0.15,30.65,-16.74,34.92
17.669026,0.09,30.79,-17.05,35.20
17.683241,0.16,31.21,-17.27,35.67
17.690005,0.13,31.15,-17.41,35.68
17.696932,0.16,31.26,-17.39,35.77
17.707406,0.00,31.38,-17.58,35.97
17.716926,-0.02,31.46,-17.57,36.03
17.726910,0.02,31.36,-17.56,35.95
17.739582,-0.10,31.35,-17.35,35.83
17.747340,-0.12,31.15,-17.23,35.60
17.758065,-0.20,31.09,-16.85,35.36
17.768660,-0.22,31.08,-16.63,35.25
17.780663,-0.20,31.18,-16.79,35.42
17.801932,-0.08,31.30,-16.58,35.42
17.807727,0.16,31.29,-16.57,35.41
17.808711,0.24,31.33,-16.36,35.35
17.817144,0.37,31.13,-16.53,35.25
17.827327,0.49,31.28,-16.28,35.27
17.838958,0.45,31.14,-16.59,35.29
17.847543,0.47,31.30,-16.94,35.59
17.857679,0.45,31.10,-16.78,35.34
17.868021,0.61,31.23,-16.74,35.44
17.879436,0.69,31.15,-16.80,35.40
17.898439,0.57,31.26,-16.82,35.51
17.899841,0.69,31.47,-16.65,35.61
17.909841,0.54,31.43,-16.79,35.64
17.917371,0.38,31.41,-16.87,35.66
17.927021,0.38,31.45,-16.67,35.60
17.939349,0.34,31.43,-16.73,35.61
17.947738,0.39,31.17,-16.90,35.46
17.956874,0.16,31.25,-17.08,35.61
17.967707,0.31,31.10,-17.03,35.46
17.982300,-0.04,31.19,-17.23,35.63
18.001638,-0.12,31.34,-17.18,35.74
18.003349,0.12,31.42,-16.77,35.61
18.009767,0.34,31.34,-16.71,35.52
18.017305,0.40,31.34,-16.86,35.59
18.027223,0.16,31.41,-16.91,35.67
18.038649,0.08,31.27,-16.83,35.51
18.047713,-0.02,31.20,-16.92,35.49
18.056734,-0.11,31.07,-16.86,35.35
18.067826,0.17,30.83,-16.84,35.13
18.078300,0.19,30.81,-17.09,35.23
18.096913,-0.03,30.66,-17.20,35.16
18.098514,-0.33,30.80,-17.02,35.19
18.115616,-0.11,30.74,-17.05,35.15
18.118066,0.11,30.85,-17.03,35.24
18.128185,0.05,30.90,-17.09,35.31
18.139223,0.59,30.81,-16.95,35.17
18.147198,0.51,30.67,-16.74,34.94
18.156924,0.64,30.55,-16.75,34.85
18.167334,0.56,30.67,-16.44,34.81
18.176909,0.88,30.62,-16.29,34.69
18.190263,0.70,30.55,-16.17,34.57
18.198579,0.68,30.66,-16.15,34.66
18.208055,0.84,30.67,-16.17,34.69
18.218546,0.56,30.57,-16.11,34.56
18.230178,0.31,30.91,-16.45,35.02
18.237572,-0.01,30.80,-16.66,35.02
18.248949,0.21,30.78,-16.78,35.05
18.258866,0.11,30.55,-17.18,35.05
18.268224,0.09,30.53,-17.16,35.03
18.278948,-0.24,30.23,-16.97,34.67
18.289417,-0.22,30.21,-17.14,34.73
18.298335,-0.14,30.31,-17.34,34.92
18.307846,-0.06,30.24,-17.22,34.80
18.318017,-0.00,30.34,-17.02,34.79
18.329450,-0.12,30.26,-17.20,34.81
18.338364,-0.35,30.51,-16.95,34.90
18.348763,-0.39,30.54,-16.99,34.95
18.357932,-0.07,30.59,-17.07,35.03
18.369696,-0.11,30.47,-16.97,34.87
18.378141,-0.41,30.34,-16.93,34.75
18.388609,-0.32,30.22,-16.87,34.61
18.398352,-0.49,30.35,-16.83,34.71
18.408067,-0.55,30.33,-16.66,34.61
18.418461,-0.32,30.26,-16.68,34.55
18.427862,-0.39,30.35,-16.78,34.68
18.443122,-0.27,30.64,-16.63,34.86
18.447113,-0.29,30.75,-16.55,34.92
18.465839,0.03,30.76,-16.66,34.99
18.467868,0.13,30.80,-16.80,35.08
18.477565,0.43,30.75,-16.93,35.11
18.488858,0.63,30.86,-17.01,35.24
18.497255,0.57,30.88,-17.03,35.27
18.507568,0.67,31.01,-16.93,35.33
18.518225,0.27,30.70,-17.14,35.16
18.527887,0.17,30.88,-17.25,35.37
18.540279,-0.06,31.12,-17.13,35.53
18.547951,-0.10,31.21,-17.33,35.70
18.561732,-0.12,31.22,-17.39,35.74
18.567525,-0.40,31.19,-17.49,35.76
18.578087,-0.24,31.22,-17.66,35.87
18.594576,-0.48,31.06,-17.62,35.71
18.596570,-0.24,31.28,-17.49,35.84
18.608330,-0.07,31.03,-17.09,35.43
18.617166,0.01,30.79,-17.03,35.19
18.627731,-0.43,30.64,-16.70,34.90
18.638965,-0.55,30.50,-16.55,34.70
18.648058,-0.47,30.56,-16.47,34.72
18.657068,-0.51,30.69,-16.34,34.77
18.667752,-0.49,30.71,-16.30,34.77
18.686440,-0.43,30.54,-16.53,34.73
18.687917,-0.51,30.62,-16.72,34.90
18.697972,-0.47,30.53,-16.76,34.83
18.712556,-0.05,30.49,-16.80,34.81
18.729228,0.22,30.45,-16.68,34.72
18.730938,0.22,30.51,-16.68,34.77
18.741151,0.13,30.53,-16.70,34.79
18.747932,0.32,30.45,-16.87,34.81
18.757997,0.30,30.50,-16.72,34.79
18.767862,0.26,30.40,-16.64,34.65
18.777331,0.09,30.69,-16.80,34.98
18.789683,0.13,30.78,-16.70,35.02
18.797019,-0.09,30.76,-16.92,35.11
18.808234,-0.09,30.48,-17.11,34.95
18.818120,-0.00,30.38,-16.95,34.78
18.827577,-0.01,30.56,-16.82,34.88
18.847509,0.15,30.72,-16.80,35.02
18.849170,0.21,30.72,-16.93,35.08
18.868758,0.37,30.74,-16.95,35.10
18.874357,0.23,30.79,-17.22,35.28
18.878360,0.11,30.90,-17.07,35.30
18.890049,0.25,31.08,-16.92,35.39
18.897351,0.31,30.94,-16.94,35.27
18.907011,0.33,31.01,-16.76,35.26
18.916945,0.23,30.84,-16.62,35.03
18.926679,0.27,31.02,-16.53,35.15
18.938449,0.15,30.79,-16.28,34.83
18.947327,0.37,30.68,-16.02,34.62
18.959275,0.66,30.74,-15.92,34.62
18.967624,0.78,30.66,-15.86,34.53
18.980905,0.47,30.77,-15.98,34.68
18.998902,0.38,30.46,-16.04,34.43
19.000883,0.24,30.33,-16.25,34.41
19.012770,0.10,30.15,-16.48,34.36
19.017573,0.20,30.18,-16.44,34.37
19.027233,-0.00,30.35,-16.54,34.56
19.039033,-0.29,30.35,-16.64,34.61
19.047036,-0.47,30.37,-16.80,34.71
19.057806,-0.26,30.30,-16.62,34.56
19.068227,-0.15,30.52,-17.11,34.99
19.082592,0.07,30.62,-17.18,35.12
19.088312,0.05,30.82,-17.26,35.33
19.097716,0.37,31.02,-17.25,35.49
19.108073,0.13,31.02,-17.29,35.51
19.117722,0.21,31.04,-17.48,35.62
19.126327,-0.05,31.03,-17.29,35.52
19.137652,-0.05,30.80,-17.42,35.39
19.147848,0.01,30.68,-17.09,35.12
19.157075,-0.23,30.82,-17.00,35.19
19.168505,-0.07,30.71,-16.82,35.01
19.177108,-0.15,30.51,-16.93,34.89
19.189033,0.34,30.50,-16.83,34.84
19.198264,0.33,30.67,-16.70,34.92
19.208079,0.68,30.72,-16.70,34.97
19.218548,0.61,31.05,-16.82,35.31
19.227846,0.79,31.30,-16.92,35.59
19.239335,0.93,31.48,-16.88,35.73
19.247749,0.80,31.77,-16.93,36.01
19.258889,0.78,31.70,-16.98,35.97
19.268084,0.52,31.55,-16.96,35.83
19.278125,0.78,31.49,-17.17,35.88
19.288402,0.75,31.44,-17.25,35.86
19.297855,0.78,31.53,-17.08,35.87
19.307958,0.62,31.42,-17.00,35.73
19.318473,0.75,31.17,-16.92,35.47
19.331603,0.71,31.12,-16.86,35.40
19.349568,0.59,31.23,-16.74,35.44
19.351237,0.73,31.26,-16.84,35.52
19.359523,0.35,31.27,-16.61,35.41
19.367643,0.26,31.29,-16.59,35.42
19.377849,0.33,31.11,-16.63,35.27
19.388933,0.39,31.18,-16.75,35.39
19.397282,0.22,31.25,-16.96,35.55
19.407135,0.38,31.36,-16.90,35.62
19.418120,0.28,31.36,-16.90,35.62
19.445787,0.12,31.43,-17.16,35.81
19.446650,0.30,31.42,-17.20,35.82
19.447206,0.21,31.21,-17.10,35.58
19.456988,0.02,31.23,-16.98,35.55
19.467548,0.13,30.96,-16.84,35.24
19.477290,0.29,30.89,-16.76,35.14
19.487583,-0.19,30.54,-16.89,34.90
19.497558,-0.21,30.36,-17.01,34.80
19.508465,-0.13,30.36,-16.91,34.75
19.518236,-0.17,30.40,-16.83,34.75
19.527505,-0.15,30.60,-16.95,34.98
19.539050,-0.05,30.77,-17.15,35.23
19.548834,-0.41,30.81,-17.27,35.32
19.558754,-0.53,30.85,-17.17,35.31
19.567816,-0.15,31.03,-17.11,35.44
19.577045,-0.22,31.16,-16.94,35.47
19.588686,-0.16,31.16,-16.94,35.47
19.597638,0.09,30.90,-16.94,35.24
19.607702,0.37,31.20,-16.78,35.43
19.618962,0.17,31.02,-16.78,35.27
19.626838,0.43,30.94,-16.53,35.08
19.639156,0.33,30.76,-16.60,34.96
19.648111,0.27,30.65,-16.58,34.85
19.658052,0.35,30.76,-16.84,35.06
19.668338,0.05,30.76,-16.70,35.01
19.678543,-0.13,30.60,-16.80,34.91
19.692378,-0.31,30.39,-17.09,34.87
19.698010,-0.11,30.54,-16.89,34.90
19.707681,-0.31,30.56,-17.05,35.00
19.718209,-0.43,30.76,-17.04,35.17
19.727189,-0.21,30.72,-17.01,35.12
19.738916,-0.05,30.65,-16.86,34.98
19.747659,-0.05,30.69,-16.99,35.08
19.759327,-0.29,30.84,-16.82,35.13
19.768245,-0.09,30.75,-16.68,34.98
19.777673,-0.01,30.67,-16.72,34.93
19.787102,0.13,30.67,-16.82,34.98
19.798737,0.11,30.51,-16.79,34.82
19.807722,0.06,30.25,-16.93,34.66
19.818137,-0.18,30.25,-17.06,34.73
19.827546,0.18,30.19,-16.94,34.62
19.839120,0.42,30.22,-16.94,34.65
19.848557,0.22,30.32,-17.00,34.76
19.858970,0.14,30.42,-17.33,35.01
19.867883,0.23,30.64,-17.28,35.18
19.877485,0.51,30.78,-17.14,35.24
19.891923,0.53,31.15,-16.96,35.47
19.898071,0.61,31.00,-17.11,35.41
19.909155,0.47,31.08,-17.17,35.51
19.918517,0.35,31.09,-17.29,35.58
19.927465,0.63,30.94,-17.40,35.50
19.939210,0.67,30.91,-17.09,35.33
19.947512,0.57,30.82,-17.14,35.27
19.956990,0.33,30.89,-17.42,35.46
19.967212,0.25,30.89,-17.26,35.39
19.977529,0.41,31.23,-17.06,35.58
19.989060,0.23,31.15,-17.19,35.58
19.998058,0.16,31.38,-17.45,35.91
20.007614,-0.18,31.39,-17.22,35.81
20.018148,-0.32,31.40,-17.22,35.81
20.030199,-0.20,31.43,-17.10,35.78
20.047616,-0.08,31.32,-17.08,35.68
20.049015,-0.04,31.25,-17.18,35.66
20.059283,-0.05,31.01,-17.25,35.48
20.068598,0.27,31.08,-17.15,35.50
20.079148,0.41,30.86,-17.11,35.29
20.087990,0.57,30.87,-17.26,35.37
20.096840,0.57,30.78,-17.26,35.29
20.107116,0.27,30.73,-17.44,35.33
20.117494,0.09,30.69,-17.61,35.38
20.129824,-0.03,30.61,-17.77,35.39
20.148566,-0.15,30.76,-17.88,35.58
20.150749,-0.61,30.65,-17.96,35.53
20.161520,-0.59,30.47,-17.84,35.32
20.167984,-0.59,30.47,-17.94,35.36
20.177058,-0.37,30.48,-18.13,35.47
20.187728,-0.05,30.56,-17.88,35.40
20.196846,0.18,30.41,-17.72,35.20
20.206727,0.21,30.50,-17.59,35.21
20.217669,0.28,30.33,-17.31,34.92
20.230068,0.82,30.33,-16.84,34.70
20.242029,0.82,30.62,-16.85,34.96
20.247615,0.92,30.75,-16.75,35.03
20.258789,1.01,30.88,-16.58,35.07
20.268242,0.81,30.97,-16.68,35.19
20.278039,0.73,31.15,-16.76,35.38
20.288441,0.69,31.16,-16.68,35.35
20.297889,0.56,31.45,-16.75,35.64
20.308461,0.28,31.59,-17.06,35.91
20.317618,0.30,31.54,-16.89,35.78
20.328158,0.30,31.42,-16.79,35.62
20.342335,0.00,31.29,-16.83,35.53
20.348755,0.10,31.23,-16.83,35.48
20.358518,0.08,31.28,-16.61,35.41
20.368541,-0.06,31.31,-16.98,35.62
20.378687,0.07,31.07,-17.00,35.41
20.387262,0.09,30.91,-16.70,35.13
20.397507,0.07,30.93,-16.78,35.19
20.408044,-0.01,31.04,-16.73,35.26
20.418350,0.19,30.95,-16.65,35.14
20.427786,0.09,31.04,-16.65,35.22
20.439243,0.11,31.06,-16.63,35.23
20.447736,0.35,31.06,-16.34,35.10
20.457504,0.49,31.15,-16.20,35.12
20.467188,0.29,31.20,-16.48,35.29
20.478578,0.51,31.09,-16.59,35.24
20.489474,0.41,31.12,-16.72,35.33
20.497563,0.19,31.11,-16.78,35.35
20.507948,0.01,30.93,-16.78,35.19
20.518485,-0.09,30.87,-16.96,35.22
20.528500,-0.19,30.83,-17.05,35.23
20.539064,-0.33,30.77,-17.29,35.30
20.547399,-0.21,30.66,-17.30,35.21
20.558339,-0.69,30.54,-17.21,35.06
20.569043,-0.61,30.44,-16.99,34.86
20.579272,-0.55,30.53,-16.99,34.94
20.593271,-0.53,30.47,-17.07,34.93
20.597081,-0.29,30.30,-17.03,34.76
20.611826,-0.25,30.30,-17.16,34.82
20.617476,-0.20,30.21,-17.20,34.76
20.627600,-0.15,30.37,-17.16,34.89
20.638346,0.09,30.46,-17.36,35.05
20.647036,-0.13,30.62,-17.61,35.32
20.657409,0.01,30.52,-17.71,35.29
20.668316,0.25,30.69,-17.61,35.38
20.677265,0.07,30.91,-17.65,35.59
20.697507,0.15,31.02,-17.54,35.63
20.699286,0.06,31.19,-17.39,35.70
20.716298,0.01,31.06,-17.48,35.64
20.718311,-0.04,31.19,-17.29,35.66
20.727433,0.20,31.22,-17.29,35.69
20.739186,-0.20,31.48,-17.30,35.92
20.747351,-0.24,31.36,-17.16,35.75
